:START_ID(Listing),:END_ID(GeoCluster),:TYPE
44428066,G0285,IN_CLUSTER
41358196,G0482,IN_CLUSTER
45237780,G0103,IN_CLUSTER
45240363,G0871,IN_CLUSTER
45242594,G0502,IN_CLUSTER
45207820,G0653,IN_CLUSTER
44296142,G0350,IN_CLUSTER
44459429,G0357,IN_CLUSTER
45231780,G0174,IN_CLUSTER
45222961,G0848,IN_CLUSTER
44487231,G0677,IN_CLUSTER
45239656,G0423,IN_CLUSTER
45241462,G0860,IN_CLUSTER
42156226,G0032,IN_CLUSTER
45242428,G0673,IN_CLUSTER
44887491,G0199,IN_CLUSTER
44263973,G0851,IN_CLUSTER
45241974,G0318,IN_CLUSTER
45239681,G0487,IN_CLUSTER
45230659,G0128,IN_CLUSTER
45223417,G0374,IN_CLUSTER
44127135,G0980,IN_CLUSTER
38237735,G0060,IN_CLUSTER
45054518,G0082,IN_CLUSTER
36834013,G0060,IN_CLUSTER
37178168,G0060,IN_CLUSTER
45066832,G0542,IN_CLUSTER
43751182,G0813,IN_CLUSTER
44648382,G0843,IN_CLUSTER
44417445,G0876,IN_CLUSTER
44655376,G0896,IN_CLUSTER
45076615,G0371,IN_CLUSTER
44382702,G0085,IN_CLUSTER
43015737,G0782,IN_CLUSTER
44091096,G0798,IN_CLUSTER
44786304,G0957,IN_CLUSTER
42159430,G0359,IN_CLUSTER
44965090,G0649,IN_CLUSTER
44351675,G0836,IN_CLUSTER
43716412,G0359,IN_CLUSTER
45104556,G0444,IN_CLUSTER
44897311,G0306,IN_CLUSTER
42956794,G0356,IN_CLUSTER
44368428,G0502,IN_CLUSTER
43377808,G0369,IN_CLUSTER
44827162,G0324,IN_CLUSTER
42850213,G0391,IN_CLUSTER
44041170,G0290,IN_CLUSTER
44733999,G0053,IN_CLUSTER
40018547,G0375,IN_CLUSTER
42687922,G0411,IN_CLUSTER
44905888,G0826,IN_CLUSTER
44041264,G0973,IN_CLUSTER
45206386,G1028,IN_CLUSTER
44716797,G0860,IN_CLUSTER
45176450,G0343,IN_CLUSTER
45144435,G0345,IN_CLUSTER
44615822,G0279,IN_CLUSTER
44669242,G0178,IN_CLUSTER
44915368,G0611,IN_CLUSTER
45112879,G0656,IN_CLUSTER
45125747,G0502,IN_CLUSTER
44624881,G0189,IN_CLUSTER
44915344,G0566,IN_CLUSTER
43100236,G0428,IN_CLUSTER
45143281,G0851,IN_CLUSTER
45206027,G0520,IN_CLUSTER
45087480,G0780,IN_CLUSTER
45157388,G0098,IN_CLUSTER
45077780,G0762,IN_CLUSTER
45081886,G0451,IN_CLUSTER
45128056,G0918,IN_CLUSTER
45146527,G0702,IN_CLUSTER
45229568,G0789,IN_CLUSTER
45059852,G0333,IN_CLUSTER
44775591,G0379,IN_CLUSTER
44620918,G0955,IN_CLUSTER
45210238,G0148,IN_CLUSTER
45201082,G0143,IN_CLUSTER
44820662,G0099,IN_CLUSTER
45102993,G0234,IN_CLUSTER
44945981,G1015,IN_CLUSTER
45104283,G0400,IN_CLUSTER
45160333,G0849,IN_CLUSTER
45157309,G0797,IN_CLUSTER
44398073,G0727,IN_CLUSTER
44804549,G0867,IN_CLUSTER
44830541,G0551,IN_CLUSTER
45114495,G0918,IN_CLUSTER
45154879,G0103,IN_CLUSTER
44746209,G0087,IN_CLUSTER
44891727,G0243,IN_CLUSTER
44959037,G0778,IN_CLUSTER
44878017,G0999,IN_CLUSTER
42182617,G1069,IN_CLUSTER
45005790,G1065,IN_CLUSTER
44942882,G1015,IN_CLUSTER
45240681,G0938,IN_CLUSTER
45163698,G0132,IN_CLUSTER
44835622,G0499,IN_CLUSTER
45085966,G0596,IN_CLUSTER
45043941,G0737,IN_CLUSTER
45238048,G0175,IN_CLUSTER
45236792,G0978,IN_CLUSTER
45104084,G0494,IN_CLUSTER
45240745,G0350,IN_CLUSTER
45221402,G0996,IN_CLUSTER
45233688,G0574,IN_CLUSTER
45202146,G0976,IN_CLUSTER
44841956,G0072,IN_CLUSTER
44912644,G0089,IN_CLUSTER
44857859,G0060,IN_CLUSTER
45157792,G0072,IN_CLUSTER
45010057,G0072,IN_CLUSTER
44990934,G0194,IN_CLUSTER
45056553,G0064,IN_CLUSTER
44854998,G0119,IN_CLUSTER
45215331,G0171,IN_CLUSTER
44881676,G0119,IN_CLUSTER
44907937,G0119,IN_CLUSTER
45035345,G0699,IN_CLUSTER
44922460,G0064,IN_CLUSTER
45222316,G0719,IN_CLUSTER
45025939,G0515,IN_CLUSTER
44233376,G0683,IN_CLUSTER
43903476,G1069,IN_CLUSTER
45204163,G0309,IN_CLUSTER
45240090,G0430,IN_CLUSTER
45215597,G0482,IN_CLUSTER
45104897,G0119,IN_CLUSTER
45239064,G0025,IN_CLUSTER
45239402,G0681,IN_CLUSTER
44515581,G0618,IN_CLUSTER
45163492,G0849,IN_CLUSTER
43216915,G0757,IN_CLUSTER
45016818,G0761,IN_CLUSTER
45047466,G0761,IN_CLUSTER
45128479,G0778,IN_CLUSTER
41491999,G0206,IN_CLUSTER
44554063,G0602,IN_CLUSTER
45194730,G0536,IN_CLUSTER
45239247,G0379,IN_CLUSTER
44766246,G0026,IN_CLUSTER
45238719,G0401,IN_CLUSTER
45099519,G0193,IN_CLUSTER
44346982,G0218,IN_CLUSTER
44943702,G0355,IN_CLUSTER
45195267,G0657,IN_CLUSTER
45152166,G0492,IN_CLUSTER
45155061,G0491,IN_CLUSTER
45207213,G0540,IN_CLUSTER
43771765,G0677,IN_CLUSTER
45156507,G0865,IN_CLUSTER
45236908,G0165,IN_CLUSTER
45238149,G0818,IN_CLUSTER
45126351,G0568,IN_CLUSTER
45234835,G1058,IN_CLUSTER
44593731,G0836,IN_CLUSTER
45099850,G0540,IN_CLUSTER
44271574,G0316,IN_CLUSTER
45237139,G0350,IN_CLUSTER
45237701,G0312,IN_CLUSTER
45046681,G0850,IN_CLUSTER
43714148,G0275,IN_CLUSTER
43899935,G0428,IN_CLUSTER
44890363,G0970,IN_CLUSTER
45139954,G0803,IN_CLUSTER
45237121,G0611,IN_CLUSTER
45239086,G0483,IN_CLUSTER
43937374,G0359,IN_CLUSTER
44106429,G0359,IN_CLUSTER
44408705,G0459,IN_CLUSTER
44997886,G0064,IN_CLUSTER
45039548,G0572,IN_CLUSTER
44842530,G0926,IN_CLUSTER
45200981,G0119,IN_CLUSTER
44928352,G0416,IN_CLUSTER
42585581,G0602,IN_CLUSTER
44669387,G0756,IN_CLUSTER
44723754,G0292,IN_CLUSTER
43482908,G0857,IN_CLUSTER
44953993,G0812,IN_CLUSTER
45236705,G0072,IN_CLUSTER
44544650,G0723,IN_CLUSTER
44496308,G0253,IN_CLUSTER
43485499,G0218,IN_CLUSTER
43684811,G0647,IN_CLUSTER
44566903,G0757,IN_CLUSTER
45237543,G0407,IN_CLUSTER
44855726,G0656,IN_CLUSTER
45201565,G1069,IN_CLUSTER
45124957,G0864,IN_CLUSTER
44723894,G0316,IN_CLUSTER
44956234,G0062,IN_CLUSTER
44587740,G0051,IN_CLUSTER
45182811,G0611,IN_CLUSTER
45237194,G0486,IN_CLUSTER
45197066,G0681,IN_CLUSTER
45236592,G1006,IN_CLUSTER
45237270,G0675,IN_CLUSTER
45163490,G0808,IN_CLUSTER
45094268,G0587,IN_CLUSTER
45230780,G0675,IN_CLUSTER
45161284,G0098,IN_CLUSTER
45236774,G0981,IN_CLUSTER
44492641,G0123,IN_CLUSTER
45204924,G1007,IN_CLUSTER
45236333,G1034,IN_CLUSTER
45235509,G0953,IN_CLUSTER
45233717,G0463,IN_CLUSTER
45197030,G0017,IN_CLUSTER
43552850,G0253,IN_CLUSTER
45236404,G0860,IN_CLUSTER
45046696,G0846,IN_CLUSTER
44243423,G0654,IN_CLUSTER
45234974,G0758,IN_CLUSTER
44717765,G0664,IN_CLUSTER
45231828,G0134,IN_CLUSTER
45235999,G0971,IN_CLUSTER
43552729,G0331,IN_CLUSTER
45004644,G0026,IN_CLUSTER
45011337,G0691,IN_CLUSTER
44607260,G0323,IN_CLUSTER
45233273,G0141,IN_CLUSTER
45226530,G0916,IN_CLUSTER
44955433,G0131,IN_CLUSTER
45231990,G0130,IN_CLUSTER
45233147,G0338,IN_CLUSTER
45231422,G0964,IN_CLUSTER
45231197,G0203,IN_CLUSTER
45232540,G0583,IN_CLUSTER
45233939,G0130,IN_CLUSTER
45130372,G0031,IN_CLUSTER
45230738,G0675,IN_CLUSTER
45233559,G0268,IN_CLUSTER
45000212,G0706,IN_CLUSTER
45225926,G0203,IN_CLUSTER
41316802,G0843,IN_CLUSTER
44627527,G0057,IN_CLUSTER
44902908,G1005,IN_CLUSTER
45226241,G0051,IN_CLUSTER
44637401,G0056,IN_CLUSTER
44962250,G0998,IN_CLUSTER
45002237,G0871,IN_CLUSTER
45088744,G0151,IN_CLUSTER
44173180,G0210,IN_CLUSTER
43632247,G0210,IN_CLUSTER
44957857,G0128,IN_CLUSTER
45133082,G0502,IN_CLUSTER
44927379,G0128,IN_CLUSTER
44768286,G0181,IN_CLUSTER
44893598,G0084,IN_CLUSTER
44223267,G0128,IN_CLUSTER
43845241,G0217,IN_CLUSTER
44815609,G0826,IN_CLUSTER
45206831,G0692,IN_CLUSTER
44896645,G0620,IN_CLUSTER
45075070,G0095,IN_CLUSTER
44030072,G0924,IN_CLUSTER
44932111,G0804,IN_CLUSTER
45206785,G0415,IN_CLUSTER
45206609,G0424,IN_CLUSTER
45211253,G0423,IN_CLUSTER
45211849,G0448,IN_CLUSTER
45174871,G0785,IN_CLUSTER
44843357,G0179,IN_CLUSTER
45147484,G0574,IN_CLUSTER
44049981,G0269,IN_CLUSTER
44984569,G0514,IN_CLUSTER
44826534,G0779,IN_CLUSTER
45113000,G0855,IN_CLUSTER
45143586,G0702,IN_CLUSTER
42434242,G0665,IN_CLUSTER
41287063,G0684,IN_CLUSTER
45143009,G0740,IN_CLUSTER
44052208,G0457,IN_CLUSTER
44881404,G0399,IN_CLUSTER
45085834,G0115,IN_CLUSTER
45075879,G0630,IN_CLUSTER
45104610,G0630,IN_CLUSTER
44838922,G0269,IN_CLUSTER
43400223,G0317,IN_CLUSTER
44895598,G0915,IN_CLUSTER
44723041,G0803,IN_CLUSTER
45127331,G0287,IN_CLUSTER
45119127,G0253,IN_CLUSTER
45079321,G0167,IN_CLUSTER
45099576,G0178,IN_CLUSTER
45054328,G0167,IN_CLUSTER
45226264,G0364,IN_CLUSTER
44821503,G0787,IN_CLUSTER
45206352,G0553,IN_CLUSTER
44621627,G1064,IN_CLUSTER
44366917,G1066,IN_CLUSTER
45215285,G0502,IN_CLUSTER
45022529,G0856,IN_CLUSTER
44693702,G0123,IN_CLUSTER
45088747,G0181,IN_CLUSTER
45150988,G0655,IN_CLUSTER
45230335,G0413,IN_CLUSTER
45081038,G0708,IN_CLUSTER
45228090,G0611,IN_CLUSTER
45226656,G0518,IN_CLUSTER
44264563,G0529,IN_CLUSTER
45179313,G0610,IN_CLUSTER
45158022,G0675,IN_CLUSTER
45229038,G0737,IN_CLUSTER
45230794,G0708,IN_CLUSTER
44973410,G0636,IN_CLUSTER
45229471,G0383,IN_CLUSTER
45156333,G0675,IN_CLUSTER
44797875,G0064,IN_CLUSTER
43529769,G0064,IN_CLUSTER
44350421,G0398,IN_CLUSTER
45230960,G0039,IN_CLUSTER
44437606,G0890,IN_CLUSTER
45160821,G0768,IN_CLUSTER
44965768,G0543,IN_CLUSTER
43717341,G0322,IN_CLUSTER
45156251,G0780,IN_CLUSTER
45118404,G0577,IN_CLUSTER
45004927,G0892,IN_CLUSTER
44974004,G0553,IN_CLUSTER
45158976,G0719,IN_CLUSTER
45158302,G0682,IN_CLUSTER
45230461,G0699,IN_CLUSTER
43529622,G0072,IN_CLUSTER
44732236,G0072,IN_CLUSTER
45225478,G0106,IN_CLUSTER
44442368,G0558,IN_CLUSTER
45215802,G0502,IN_CLUSTER
45150425,G0752,IN_CLUSTER
44732427,G0046,IN_CLUSTER
44922562,G0703,IN_CLUSTER
45178416,G0634,IN_CLUSTER
45215169,G0703,IN_CLUSTER
44566729,G0355,IN_CLUSTER
41685836__2,G0089,IN_CLUSTER
45162505,G0271,IN_CLUSTER
45146010,G0046,IN_CLUSTER
45228207,G1061,IN_CLUSTER
44731452,G0359,IN_CLUSTER
42953705,G0735,IN_CLUSTER
45230255,G0708,IN_CLUSTER
45094468,G0404,IN_CLUSTER
44929100,G0215,IN_CLUSTER
44593015,G0173,IN_CLUSTER
45227842,G0518,IN_CLUSTER
44467169,G0072,IN_CLUSTER
44845982,G0072,IN_CLUSTER
43614651,G0072,IN_CLUSTER
44578059,G0119,IN_CLUSTER
44905121,G0072,IN_CLUSTER
45193243,G0070,IN_CLUSTER
45088101,G0072,IN_CLUSTER
43860470,G0098,IN_CLUSTER
45186439,G1036,IN_CLUSTER
45228050,G1036,IN_CLUSTER
45229581,G0637,IN_CLUSTER
45228540,G0845,IN_CLUSTER
45161952,G0070,IN_CLUSTER
43530901,G1069,IN_CLUSTER
43419726,G0501,IN_CLUSTER
44542346,G0551,IN_CLUSTER
45039085,G0164,IN_CLUSTER
43988683,G0072,IN_CLUSTER
44837259,G0952,IN_CLUSTER
44704691,G0788,IN_CLUSTER
45183074,G0724,IN_CLUSTER
45228388,G0428,IN_CLUSTER
45025850,G0759,IN_CLUSTER
44407311,G0760,IN_CLUSTER
45194032,G0957,IN_CLUSTER
45211053,G0778,IN_CLUSTER
45194358,G0869,IN_CLUSTER
45078935,G1043,IN_CLUSTER
43517747,G0737,IN_CLUSTER
45172012,G0178,IN_CLUSTER
44671246,G0733,IN_CLUSTER
45224019,G0367,IN_CLUSTER
44970036,G0481,IN_CLUSTER
45227552,G0744,IN_CLUSTER
45226611,G0584,IN_CLUSTER
45158883,G0626,IN_CLUSTER
45226878,G0545,IN_CLUSTER
42777274,G0699,IN_CLUSTER
44670333,G1018,IN_CLUSTER
45223231,G0639,IN_CLUSTER
45018689,G0254,IN_CLUSTER
45013698,G0314,IN_CLUSTER
45177905,G0085,IN_CLUSTER
45226387,G0593,IN_CLUSTER
44827360,G0947,IN_CLUSTER
42928021,G0813,IN_CLUSTER
44977392,G0758,IN_CLUSTER
45216200,G0890,IN_CLUSTER
45224513,G0584,IN_CLUSTER
45220203,G0618,IN_CLUSTER
44869947,G0032,IN_CLUSTER
45204718,G0204,IN_CLUSTER
44673808,G0969,IN_CLUSTER
45223119,G0130,IN_CLUSTER
45196546,G1042,IN_CLUSTER
45224956,G0939,IN_CLUSTER
45224841,G0269,IN_CLUSTER
45225361,G0612,IN_CLUSTER
45224284,G0321,IN_CLUSTER
45201374,G0299,IN_CLUSTER
45223173,G0217,IN_CLUSTER
45224366,G0528,IN_CLUSTER
45219566,G0752,IN_CLUSTER
45223742,G0397,IN_CLUSTER
45189911,G0584,IN_CLUSTER
45223994,G0387,IN_CLUSTER
45223899,G0596,IN_CLUSTER
45210079,G0584,IN_CLUSTER
45222624,G0566,IN_CLUSTER
45195316,G0809,IN_CLUSTER
45188877,G0593,IN_CLUSTER
44944990,G0440,IN_CLUSTER
45223953,G0504,IN_CLUSTER
45222354,G0587,IN_CLUSTER
45222510,G0605,IN_CLUSTER
45215261,G0992,IN_CLUSTER
45224328,G0686,IN_CLUSTER
45190535,G0188,IN_CLUSTER
45224178,G0413,IN_CLUSTER
45192385,G0528,IN_CLUSTER
45223466,G0609,IN_CLUSTER
45199308,G0695,IN_CLUSTER
44994534,G0201,IN_CLUSTER
45009771,G0301,IN_CLUSTER
45223116,G0434,IN_CLUSTER
39328171,G0060,IN_CLUSTER
45061609,G0573,IN_CLUSTER
45032097,G0656,IN_CLUSTER
44126704,G0965,IN_CLUSTER
43552916,G0296,IN_CLUSTER
45051102,G0896,IN_CLUSTER
44329060,G0057,IN_CLUSTER
42104888,G0285,IN_CLUSTER
45083827,G0953,IN_CLUSTER
45149696,G0934,IN_CLUSTER
44773068,G0269,IN_CLUSTER
45057882,G0957,IN_CLUSTER
45184381,G0946,IN_CLUSTER
45158404,G0949,IN_CLUSTER
44953675,G0970,IN_CLUSTER
45199407,G0959,IN_CLUSTER
45197139,G0965,IN_CLUSTER
45204762,G0976,IN_CLUSTER
45202785,G0952,IN_CLUSTER
45221695,G0965,IN_CLUSTER
45205027,G0965,IN_CLUSTER
45192019,G0965,IN_CLUSTER
45090654,G0621,IN_CLUSTER
44852119,G0060,IN_CLUSTER
45060455,G0270,IN_CLUSTER
45146331,G0770,IN_CLUSTER
44945736,G0457,IN_CLUSTER
45066979,G0632,IN_CLUSTER
44745929,G0013,IN_CLUSTER
45158517,G0035,IN_CLUSTER
44815225,G0391,IN_CLUSTER
44492541,G0657,IN_CLUSTER
44730435,G0411,IN_CLUSTER
45119458,G0489,IN_CLUSTER
44886746,G0551,IN_CLUSTER
45011708,G0492,IN_CLUSTER
45160024,G0034,IN_CLUSTER
45080508,G0033,IN_CLUSTER
44307759,G0296,IN_CLUSTER
45138486,G0118,IN_CLUSTER
43605941,G0445,IN_CLUSTER
43639251,G0263,IN_CLUSTER
44939017,G0721,IN_CLUSTER
43596772,G0275,IN_CLUSTER
43788665,G0266,IN_CLUSTER
45072572,G0859,IN_CLUSTER
42583860,G0471,IN_CLUSTER
44549064,G0492,IN_CLUSTER
44805680,G0515,IN_CLUSTER
43272904,G0612,IN_CLUSTER
43609282,G0551,IN_CLUSTER
44751479,G0833,IN_CLUSTER
45116083,G0569,IN_CLUSTER
44626770,G0616,IN_CLUSTER
45186272,G0934,IN_CLUSTER
44890005,G0584,IN_CLUSTER
44927823,G0887,IN_CLUSTER
45088684,G0841,IN_CLUSTER
44532538,G0488,IN_CLUSTER
44522657,G0509,IN_CLUSTER
45205943,G0564,IN_CLUSTER
44549533,G0567,IN_CLUSTER
42700245,G0635,IN_CLUSTER
45210106,G0717,IN_CLUSTER
45163791,G0588,IN_CLUSTER
44564031,G0051,IN_CLUSTER
44868771,G0606,IN_CLUSTER
45125602,G0826,IN_CLUSTER
45118111,G0815,IN_CLUSTER
45221498,G1015,IN_CLUSTER
44959065,G0169,IN_CLUSTER
45221343,G0512,IN_CLUSTER
44502536,G1018,IN_CLUSTER
45099055,G0708,IN_CLUSTER
44899680,G0556,IN_CLUSTER
45194127,G0003,IN_CLUSTER
45220782,G0984,IN_CLUSTER
44767187,G0252,IN_CLUSTER
45196522,G0611,IN_CLUSTER
45220383,G0169,IN_CLUSTER
44454285,G0683,IN_CLUSTER
45217777,G0708,IN_CLUSTER
45221253,G0443,IN_CLUSTER
45220106,G0545,IN_CLUSTER
45096390,G0330,IN_CLUSTER
44959929,G0602,IN_CLUSTER
45115875,G0085,IN_CLUSTER
44456195,G0304,IN_CLUSTER
44200919,G0051,IN_CLUSTER
44234452,G0015,IN_CLUSTER
43011177,G0031,IN_CLUSTER
43220620,G0580,IN_CLUSTER
45197120,G0031,IN_CLUSTER
42505985,G0170,IN_CLUSTER
45194190,G0040,IN_CLUSTER
44777477,G0018,IN_CLUSTER
44992654,G0489,IN_CLUSTER
44993942,G0667,IN_CLUSTER
45212387,G0739,IN_CLUSTER
45220144,G0789,IN_CLUSTER
44026736,G0553,IN_CLUSTER
45113537,G0609,IN_CLUSTER
45053231,G1032,IN_CLUSTER
45081815,G0952,IN_CLUSTER
44113870,G0452,IN_CLUSTER
45217136,G0923,IN_CLUSTER
45215158,G0418,IN_CLUSTER
45217976,G0057,IN_CLUSTER
44147966,G0374,IN_CLUSTER
44493837,G0616,IN_CLUSTER
45210343,G0693,IN_CLUSTER
45159288,G0606,IN_CLUSTER
44979694,G0679,IN_CLUSTER
45218089,G0908,IN_CLUSTER
44558555,G0515,IN_CLUSTER
45029262,G0198,IN_CLUSTER
44558902,G0515,IN_CLUSTER
45218919,G0723,IN_CLUSTER
45210546,G0940,IN_CLUSTER
45217702,G1059,IN_CLUSTER
44999864,G0063,IN_CLUSTER
45215592,G0790,IN_CLUSTER
45216538,G0898,IN_CLUSTER
45216887,G0437,IN_CLUSTER
44900177,G0696,IN_CLUSTER
45202884,G0794,IN_CLUSTER
44216029,G0961,IN_CLUSTER
44707165,G0933,IN_CLUSTER
44122851,G1068,IN_CLUSTER
45177340,G0724,IN_CLUSTER
45218954,G0694,IN_CLUSTER
44609961,G0072,IN_CLUSTER
45218235,G0227,IN_CLUSTER
45218912,G0644,IN_CLUSTER
45217235,G1027,IN_CLUSTER
45197650,G0396,IN_CLUSTER
44538240,G0864,IN_CLUSTER
44640570,G0066,IN_CLUSTER
45207951,G0918,IN_CLUSTER
44607479,G0051,IN_CLUSTER
45214116,G0203,IN_CLUSTER
45214928,G1015,IN_CLUSTER
44117018,G0553,IN_CLUSTER
45197627,G0686,IN_CLUSTER
44889787,G0612,IN_CLUSTER
45214926,G0001,IN_CLUSTER
44699370,G0677,IN_CLUSTER
45214777,G0337,IN_CLUSTER
44102841,G0686,IN_CLUSTER
45160758,G0656,IN_CLUSTER
44969367,G0277,IN_CLUSTER
45146401,G0520,IN_CLUSTER
45109536,G0524,IN_CLUSTER
45182878,G0533,IN_CLUSTER
45128126,G0554,IN_CLUSTER
45112753,G0656,IN_CLUSTER
45154072,G0822,IN_CLUSTER
45050074,G0854,IN_CLUSTER
44806109,G0553,IN_CLUSTER
45059651,G0770,IN_CLUSTER
44920943,G0064,IN_CLUSTER
45099274,G0656,IN_CLUSTER
45207606,G0128,IN_CLUSTER
44814841,G0768,IN_CLUSTER
45036065,G0860,IN_CLUSTER
45105255,G0119,IN_CLUSTER
44643381,G0164,IN_CLUSTER
43570256,G0740,IN_CLUSTER
44633584,G0072,IN_CLUSTER
44646439,G0353,IN_CLUSTER
44427635,G0347,IN_CLUSTER
45048496,G0078,IN_CLUSTER
44646136,G0359,IN_CLUSTER
45057486,G0524,IN_CLUSTER
44979444,G0802,IN_CLUSTER
44918394,G0072,IN_CLUSTER
43829753,G0705,IN_CLUSTER
44904491,G0894,IN_CLUSTER
45148125,G0533,IN_CLUSTER
39078021,G0862,IN_CLUSTER
45121517,G0553,IN_CLUSTER
44850188,G0668,IN_CLUSTER
45062729,G0782,IN_CLUSTER
44995495,G0707,IN_CLUSTER
45157943,G0438,IN_CLUSTER
44905609,G0679,IN_CLUSTER
44978120,G0778,IN_CLUSTER
45110126,G0759,IN_CLUSTER
45194196,G0748,IN_CLUSTER
43102591,G0379,IN_CLUSTER
45019799,G0545,IN_CLUSTER
45073914,G0813,IN_CLUSTER
44867479,G0554,IN_CLUSTER
44779145,G0303,IN_CLUSTER
45150817,G0759,IN_CLUSTER
44934807,G0682,IN_CLUSTER
45143748,G0222,IN_CLUSTER
45205124,G0976,IN_CLUSTER
45021271,G0641,IN_CLUSTER
44766282,G0777,IN_CLUSTER
45207948,G0296,IN_CLUSTER
44858898,G0293,IN_CLUSTER
45050974,G0602,IN_CLUSTER
44886440,G0359,IN_CLUSTER
45200842,G0413,IN_CLUSTER
45209564,G0382,IN_CLUSTER
44372189,G0123,IN_CLUSTER
44932665,G0270,IN_CLUSTER
45181110,G0569,IN_CLUSTER
44932544,G0387,IN_CLUSTER
44986783,G0589,IN_CLUSTER
44925166,G0060,IN_CLUSTER
45197397,G0390,IN_CLUSTER
45213268,G1015,IN_CLUSTER
44611580,G0374,IN_CLUSTER
45161234,G0215,IN_CLUSTER
45200648,G0056,IN_CLUSTER
45213326,G1015,IN_CLUSTER
43531387,G0359,IN_CLUSTER
45094868,G0311,IN_CLUSTER
44315206,G0072,IN_CLUSTER
43989783,G0072,IN_CLUSTER
45201231,G0128,IN_CLUSTER
45189941,G0210,IN_CLUSTER
43377676,G0375,IN_CLUSTER
44936092,G0607,IN_CLUSTER
45161667,G0413,IN_CLUSTER
44242606,G0394,IN_CLUSTER
44222729,G0379,IN_CLUSTER
45211234,G0707,IN_CLUSTER
45080258,G0583,IN_CLUSTER
45172741,G0663,IN_CLUSTER
45211836,G0739,IN_CLUSTER
45206999,G0072,IN_CLUSTER
44907827,G0457,IN_CLUSTER
44665507,G0294,IN_CLUSTER
44907090,G0860,IN_CLUSTER
44896332,G0904,IN_CLUSTER
44307723,G0359,IN_CLUSTER
45122141,G0886,IN_CLUSTER
45211431,G1015,IN_CLUSTER
44654114,G0030,IN_CLUSTER
45209086,G0514,IN_CLUSTER
45147698,G0707,IN_CLUSTER
44524721,G0876,IN_CLUSTER
45211771,G0172,IN_CLUSTER
45213303,G0298,IN_CLUSTER
45209973,G0377,IN_CLUSTER
45200898,G0514,IN_CLUSTER
45153903,G0450,IN_CLUSTER
45209835,G0253,IN_CLUSTER
44548644,G0728,IN_CLUSTER
45205900,G0695,IN_CLUSTER
45061303,G0366,IN_CLUSTER
45180105,G0673,IN_CLUSTER
45175886,G0501,IN_CLUSTER
45175429,G0616,IN_CLUSTER
44637565,G0056,IN_CLUSTER
45211536,G0089,IN_CLUSTER
45212454,G0010,IN_CLUSTER
45021898,G0617,IN_CLUSTER
45207627,G0128,IN_CLUSTER
44431816,G0057,IN_CLUSTER
45212565,G0840,IN_CLUSTER
45101382,G0082,IN_CLUSTER
44973643,G0515,IN_CLUSTER
44926521,G0551,IN_CLUSTER
45207570,G0215,IN_CLUSTER
45212198,G0101,IN_CLUSTER
44909092,G0938,IN_CLUSTER
45160970,G0201,IN_CLUSTER
44392855,G0693,IN_CLUSTER
45080935,G0799,IN_CLUSTER
45204210,G0766,IN_CLUSTER
45086734,G0758,IN_CLUSTER
45179980,G0971,IN_CLUSTER
45211549,G1013,IN_CLUSTER
45016430,G0214,IN_CLUSTER
43691212,G0580,IN_CLUSTER
45211035,G0752,IN_CLUSTER
44506594,G0819,IN_CLUSTER
45210609,G0935,IN_CLUSTER
45019081,G0871,IN_CLUSTER
44945779,G0051,IN_CLUSTER
45041250,G0895,IN_CLUSTER
45025831,G0201,IN_CLUSTER
42234179,G0032,IN_CLUSTER
43345599,G0686,IN_CLUSTER
45205881,G1015,IN_CLUSTER
45207560,G0201,IN_CLUSTER
45202069,G0656,IN_CLUSTER
44972785,G1002,IN_CLUSTER
45209430,G0148,IN_CLUSTER
45205298,G0951,IN_CLUSTER
45207388,G1061,IN_CLUSTER
45205834,G1061,IN_CLUSTER
45209045,G0209,IN_CLUSTER
45178622,G0986,IN_CLUSTER
45205957,G0699,IN_CLUSTER
45199044,G0254,IN_CLUSTER
45043691,G0675,IN_CLUSTER
45197649,G0598,IN_CLUSTER
44494201,G0153,IN_CLUSTER
44247860,G0256,IN_CLUSTER
45020850,G0171,IN_CLUSTER
44644396,G0164,IN_CLUSTER
44234870,G0707,IN_CLUSTER
44866741,G0787,IN_CLUSTER
42418438,G0257,IN_CLUSTER
45196395,G0869,IN_CLUSTER
45204741,G0958,IN_CLUSTER
44432198,G0004,IN_CLUSTER
45200445,G0022,IN_CLUSTER
45207129,G0825,IN_CLUSTER
45159337,G0542,IN_CLUSTER
44942764,G0151,IN_CLUSTER
45179386,G0027,IN_CLUSTER
44962461,G0016,IN_CLUSTER
45179428,G0757,IN_CLUSTER
45209348,G0813,IN_CLUSTER
45205140,G0840,IN_CLUSTER
45197605,G0025,IN_CLUSTER
45200941,G0256,IN_CLUSTER
45201401,G0502,IN_CLUSTER
45025943,G0386,IN_CLUSTER
45205934,G0545,IN_CLUSTER
45200912,G0417,IN_CLUSTER
45197820,G0361,IN_CLUSTER
45207858,G0350,IN_CLUSTER
45200970,G0156,IN_CLUSTER
45199676,G0796,IN_CLUSTER
44107340,G0947,IN_CLUSTER
44999155,G0178,IN_CLUSTER
45197229,G0842,IN_CLUSTER
45203351,G0828,IN_CLUSTER
45204306,G0148,IN_CLUSTER
45200887,G0442,IN_CLUSTER
45025394,G0468,IN_CLUSTER
45188564,G0269,IN_CLUSTER
45201686,G0057,IN_CLUSTER
45191977,G0719,IN_CLUSTER
45203340,G0936,IN_CLUSTER
44942519,G0730,IN_CLUSTER
