:START_ID(Listing),:END_ID(GeoCluster),:TYPE
44823131,G0360,IN_CLUSTER
43900696,G0344,IN_CLUSTER
43517731,G0411,IN_CLUSTER
44960399,G0164,IN_CLUSTER
44634511,G0315,IN_CLUSTER
44826909,G0335,IN_CLUSTER
45178137,G0245,IN_CLUSTER
45270308,G1061,IN_CLUSTER
44877964,G0256,IN_CLUSTER
45223747,G0534,IN_CLUSTER
45251169,G0007,IN_CLUSTER
45243923,G0693,IN_CLUSTER
45206703,G0492,IN_CLUSTER
45206360,G0492,IN_CLUSTER
45263608,G0383,IN_CLUSTER
44829409,G0064,IN_CLUSTER
44687572,G0482,IN_CLUSTER
45007564,G0633,IN_CLUSTER
44046412,G0087,IN_CLUSTER
44751278,G0446,IN_CLUSTER
45191822,G0794,IN_CLUSTER
45259017,G0572,IN_CLUSTER
45155867,G0900,IN_CLUSTER
45260350,G0540,IN_CLUSTER
45252083,G0457,IN_CLUSTER
44837428,G0157,IN_CLUSTER
44812725,G0208,IN_CLUSTER
45247851,G0008,IN_CLUSTER
45265219,G0954,IN_CLUSTER
41002296,G0371,IN_CLUSTER
45167074,G0187,IN_CLUSTER
44963337,G0851,IN_CLUSTER
40484691,G0096,IN_CLUSTER
45266745,G0964,IN_CLUSTER
45265897,G0611,IN_CLUSTER
45257827,G0285,IN_CLUSTER
42886620,G0123,IN_CLUSTER
45140058,G0788,IN_CLUSTER
44718946,G0864,IN_CLUSTER
45051736,G0714,IN_CLUSTER
44964591,G0119,IN_CLUSTER
45075183,G0656,IN_CLUSTER
45181136,G0917,IN_CLUSTER
44468892,G0045,IN_CLUSTER
41212871,G0048,IN_CLUSTER
45259507,G0686,IN_CLUSTER
44226284,G0057,IN_CLUSTER
45255987,G1061,IN_CLUSTER
45259007,G0656,IN_CLUSTER
44935139,G0967,IN_CLUSTER
45134992,G0171,IN_CLUSTER
44261451,G0051,IN_CLUSTER
45148623,G0001,IN_CLUSTER
45065540,G0813,IN_CLUSTER
43821501,G0057,IN_CLUSTER
44712145,G0550,IN_CLUSTER
45264215,G0688,IN_CLUSTER
45096611,G0902,IN_CLUSTER
45269471,G0397,IN_CLUSTER
44756621,G0664,IN_CLUSTER
45197239,G0130,IN_CLUSTER
45253524,G0915,IN_CLUSTER
44448600,G0322,IN_CLUSTER
44838709,G0296,IN_CLUSTER
42298790,G0483,IN_CLUSTER
45052349,G0324,IN_CLUSTER
42539528,G0015,IN_CLUSTER
45260718,G0119,IN_CLUSTER
45269276,G0120,IN_CLUSTER
45265683,G0435,IN_CLUSTER
44909045,G0312,IN_CLUSTER
45268965,G0072,IN_CLUSTER
43115714,G0885,IN_CLUSTER
45198685,G0359,IN_CLUSTER
45054263,G0066,IN_CLUSTER
39387596,G0773,IN_CLUSTER
45125918,G0582,IN_CLUSTER
44241399,G0197,IN_CLUSTER
44477261,G0573,IN_CLUSTER
44597730,G0051,IN_CLUSTER
45050256,G0818,IN_CLUSTER
44570832,G0051,IN_CLUSTER
45082533,G0656,IN_CLUSTER
44871874,G0757,IN_CLUSTER
45187163,G0003,IN_CLUSTER
45201015,G0064,IN_CLUSTER
45159575,G0060,IN_CLUSTER
44936128,G0831,IN_CLUSTER
45036689,G0601,IN_CLUSTER
44939112,G0554,IN_CLUSTER
44798297,G0139,IN_CLUSTER
44242335,G0385,IN_CLUSTER
44053901,G0300,IN_CLUSTER
43459744,G0457,IN_CLUSTER
43152347,G0721,IN_CLUSTER
43258837,G0350,IN_CLUSTER
45237993,G0505,IN_CLUSTER
43110040,G0105,IN_CLUSTER
44966803,G0118,IN_CLUSTER
44867301,G0693,IN_CLUSTER
45157460,G0891,IN_CLUSTER
44952277,G0705,IN_CLUSTER
45251488,G0039,IN_CLUSTER
45128578,G0060,IN_CLUSTER
45070876,G0975,IN_CLUSTER
45253987,G0731,IN_CLUSTER
44810953,G0914,IN_CLUSTER
44914549,G0016,IN_CLUSTER
45251420,G0038,IN_CLUSTER
45077787,G0397,IN_CLUSTER
43544584,G0694,IN_CLUSTER
44976353,G0934,IN_CLUSTER
43612771,G0515,IN_CLUSTER
45237440,G1050,IN_CLUSTER
45139147,G0620,IN_CLUSTER
45256975,G0884,IN_CLUSTER
45141560,G0139,IN_CLUSTER
45154817,G0397,IN_CLUSTER
44953962,G0775,IN_CLUSTER
44469361,G0783,IN_CLUSTER
44994255,G0574,IN_CLUSTER
45264351,G0656,IN_CLUSTER
45259731,G0809,IN_CLUSTER
45183606,G0788,IN_CLUSTER
45265156,G0500,IN_CLUSTER
45056721,G0690,IN_CLUSTER
44334211,G0064,IN_CLUSTER
45162550,G0027,IN_CLUSTER
45222776,G0024,IN_CLUSTER
45268380,G0210,IN_CLUSTER
45125514,G0072,IN_CLUSTER
45090623,G0707,IN_CLUSTER
44998731,G0672,IN_CLUSTER
45256036,G0064,IN_CLUSTER
44101006,G0686,IN_CLUSTER
44826933,G0582,IN_CLUSTER
45253260,G0079,IN_CLUSTER
44871995,G0580,IN_CLUSTER
45267919,G0217,IN_CLUSTER
45256662,G0072,IN_CLUSTER
45249214,G0277,IN_CLUSTER
45264890,G0326,IN_CLUSTER
43411719,G0564,IN_CLUSTER
44952474,G0114,IN_CLUSTER
45266718,G0607,IN_CLUSTER
45269042,G0826,IN_CLUSTER
44974281,G0215,IN_CLUSTER
45201395,G0050,IN_CLUSTER
44146411,G0011,IN_CLUSTER
45266757,G0656,IN_CLUSTER
45259366,G0079,IN_CLUSTER
43136703,G0164,IN_CLUSTER
44908692,G0181,IN_CLUSTER
44490870,G0629,IN_CLUSTER
44930313,G0296,IN_CLUSTER
45269189,G0348,IN_CLUSTER
45058103,G0676,IN_CLUSTER
45263200,G0877,IN_CLUSTER
45166701,G0772,IN_CLUSTER
45137052,G0047,IN_CLUSTER
45131129,G0123,IN_CLUSTER
45126932,G0098,IN_CLUSTER
45243290,G0810,IN_CLUSTER
44925164,G0240,IN_CLUSTER
45269300,G0503,IN_CLUSTER
43662693,G0114,IN_CLUSTER
45169945,G0115,IN_CLUSTER
44867307,G0656,IN_CLUSTER
45142630,G0114,IN_CLUSTER
44971549,G0323,IN_CLUSTER
45253141,G0072,IN_CLUSTER
45253417,G0072,IN_CLUSTER
45257227,G0764,IN_CLUSTER
45245534,G0210,IN_CLUSTER
45232260,G0666,IN_CLUSTER
45246980,G0606,IN_CLUSTER
41340827,G0091,IN_CLUSTER
41851869,G0087,IN_CLUSTER
42006475,G0089,IN_CLUSTER
43554175,G0060,IN_CLUSTER
44420531,G0060,IN_CLUSTER
44175755,G0060,IN_CLUSTER
45108824,G0285,IN_CLUSTER
44959043,G0269,IN_CLUSTER
44588604,G0594,IN_CLUSTER
44872005,G0279,IN_CLUSTER
43734431,G0077,IN_CLUSTER
43471444,G0331,IN_CLUSTER
43683976,G0482,IN_CLUSTER
45186591,G0661,IN_CLUSTER
43684191,G0379,IN_CLUSTER
42764854,G0359,IN_CLUSTER
43676269,G0482,IN_CLUSTER
44218641,G0634,IN_CLUSTER
45265794,G0757,IN_CLUSTER
39919262,G0359,IN_CLUSTER
45025327,G0572,IN_CLUSTER
45025194,G0520,IN_CLUSTER
45024824,G0607,IN_CLUSTER
45021580,G0587,IN_CLUSTER
45016800,G0656,IN_CLUSTER
43161586,G0319,IN_CLUSTER
45250656,G0337,IN_CLUSTER
45268404,G0128,IN_CLUSTER
45074852,G0293,IN_CLUSTER
45054302,G0086,IN_CLUSTER
45263838,G0247,IN_CLUSTER
45088221,G0595,IN_CLUSTER
45267558,G0533,IN_CLUSTER
44418681,G0576,IN_CLUSTER
44538130,G0728,IN_CLUSTER
42807823,G0012,IN_CLUSTER
45256146,G0366,IN_CLUSTER
43317208,G0322,IN_CLUSTER
45256237,G0421,IN_CLUSTER
44877579,G0064,IN_CLUSTER
45211803,G0284,IN_CLUSTER
45249921,G0527,IN_CLUSTER
45203010,G0884,IN_CLUSTER
45158046,G0778,IN_CLUSTER
44732090,G0083,IN_CLUSTER
45078115,G0430,IN_CLUSTER
45144247,G0841,IN_CLUSTER
45231927,G0164,IN_CLUSTER
44506557,G0657,IN_CLUSTER
44597054,G0328,IN_CLUSTER
45266775,G0656,IN_CLUSTER
42155983,G0576,IN_CLUSTER
44125126,G0057,IN_CLUSTER
45237769,G0538,IN_CLUSTER
45266517,G0732,IN_CLUSTER
45267284,G0358,IN_CLUSTER
45215573,G0805,IN_CLUSTER
44743670,G0187,IN_CLUSTER
44650774,G0064,IN_CLUSTER
44947505,G0064,IN_CLUSTER
44962142,G0072,IN_CLUSTER
45241427,G0072,IN_CLUSTER
44798739,G0169,IN_CLUSTER
45234228,G0070,IN_CLUSTER
45240961,G0072,IN_CLUSTER
45054497,G0072,IN_CLUSTER
40691400,G0373,IN_CLUSTER
44477502,G0072,IN_CLUSTER
44783756,G0072,IN_CLUSTER
44068847,G0060,IN_CLUSTER
44870671,G0064,IN_CLUSTER
44955264,G0072,IN_CLUSTER
45173815,G0215,IN_CLUSTER
45256244,G0518,IN_CLUSTER
45257726,G0178,IN_CLUSTER
45256250,G0289,IN_CLUSTER
45255223,G0413,IN_CLUSTER
44745637,G0446,IN_CLUSTER
45067608,G0527,IN_CLUSTER
44807125,G0360,IN_CLUSTER
45183992,G0788,IN_CLUSTER
45257346,G0983,IN_CLUSTER
44578203,G0119,IN_CLUSTER
45241057,G0091,IN_CLUSTER
45128273,G0181,IN_CLUSTER
45233537,G0127,IN_CLUSTER
45088537,G0119,IN_CLUSTER
44837561,G0171,IN_CLUSTER
44958250,G0164,IN_CLUSTER
41315903,G0091,IN_CLUSTER
45263812,G0410,IN_CLUSTER
44475272,G0783,IN_CLUSTER
45257711,G0365,IN_CLUSTER
45216160,G0331,IN_CLUSTER
44958480,G0215,IN_CLUSTER
45255630,G0469,IN_CLUSTER
45255392,G0469,IN_CLUSTER
45258179,G0086,IN_CLUSTER
44385645,G0051,IN_CLUSTER
45268305,G0363,IN_CLUSTER
45268290,G0596,IN_CLUSTER
44673778,G0230,IN_CLUSTER
45267186,G0596,IN_CLUSTER
44971187,G0051,IN_CLUSTER
45255012,G0963,IN_CLUSTER
44466877,G0729,IN_CLUSTER
45213093,G0060,IN_CLUSTER
45260759,G0703,IN_CLUSTER
44620727,G0302,IN_CLUSTER
45207563,G0820,IN_CLUSTER
44895620,G0706,IN_CLUSTER
43634809,G0114,IN_CLUSTER
44112412,G0331,IN_CLUSTER
44421523,G0746,IN_CLUSTER
43981027,G0516,IN_CLUSTER
45267976,G0855,IN_CLUSTER
45068527,G0215,IN_CLUSTER
44430840,G0538,IN_CLUSTER
44550792,G0051,IN_CLUSTER
45166768,G0805,IN_CLUSTER
44635628,G0057,IN_CLUSTER
44826298,G0767,IN_CLUSTER
45232601,G0826,IN_CLUSTER
45255721,G0425,IN_CLUSTER
45256231,G0325,IN_CLUSTER
44378630,G0050,IN_CLUSTER
45267208,G0895,IN_CLUSTER
45016734,G0916,IN_CLUSTER
44772828,G0793,IN_CLUSTER
44870510,G0290,IN_CLUSTER
45210970,G0783,IN_CLUSTER
42587414,G0072,IN_CLUSTER
44572247,G0051,IN_CLUSTER
45263889,G0023,IN_CLUSTER
45065899,G0798,IN_CLUSTER
45054228,G0072,IN_CLUSTER
44755193,G0413,IN_CLUSTER
45250288,G0360,IN_CLUSTER
45263618,G0420,IN_CLUSTER
44714166,G0306,IN_CLUSTER
44393683,G0737,IN_CLUSTER
45176415,G0538,IN_CLUSTER
45200975,G0085,IN_CLUSTER
44023375,G0060,IN_CLUSTER
45169295,G0072,IN_CLUSTER
44739249,G0064,IN_CLUSTER
44432789,G0545,IN_CLUSTER
43705497,G0528,IN_CLUSTER
45132834,G0239,IN_CLUSTER
44986073,G0738,IN_CLUSTER
44738219,G0064,IN_CLUSTER
44558312,G0201,IN_CLUSTER
44558218,G0201,IN_CLUSTER
44523302,G0159,IN_CLUSTER
44014149,G0064,IN_CLUSTER
45007922,G0805,IN_CLUSTER
44940395,G0057,IN_CLUSTER
45248809,G0722,IN_CLUSTER
45255784,G0397,IN_CLUSTER
40513465,G0064,IN_CLUSTER
45052563,G0646,IN_CLUSTER
44961052,G0209,IN_CLUSTER
45267089,G0822,IN_CLUSTER
44455660,G0968,IN_CLUSTER
45252189,G0865,IN_CLUSTER
44745552,G0406,IN_CLUSTER
45264249,G0130,IN_CLUSTER
45258521,G0531,IN_CLUSTER
45251031,G0822,IN_CLUSTER
44717979,G0602,IN_CLUSTER
45268387,G0606,IN_CLUSTER
43232221,G0843,IN_CLUSTER
44920655,G0371,IN_CLUSTER
45143438,G0271,IN_CLUSTER
45117201,G0790,IN_CLUSTER
45148338,G0792,IN_CLUSTER
45177268,G0454,IN_CLUSTER
45205679,G0223,IN_CLUSTER
45250379,G0443,IN_CLUSTER
45137354,G0778,IN_CLUSTER
45109121,G0934,IN_CLUSTER
42177453,G0046,IN_CLUSTER
45230396,G0481,IN_CLUSTER
43357553,G0546,IN_CLUSTER
45158956,G0524,IN_CLUSTER
45158802,G0535,IN_CLUSTER
45184555,G0607,IN_CLUSTER
45184505,G0689,IN_CLUSTER
45184445,G0702,IN_CLUSTER
45025690,G0577,IN_CLUSTER
45159585,G0698,IN_CLUSTER
45025539,G0708,IN_CLUSTER
44735546,G0733,IN_CLUSTER
45196397,G0003,IN_CLUSTER
43989563,G0667,IN_CLUSTER
44488372,G0704,IN_CLUSTER
45101997,G0462,IN_CLUSTER
45102022,G0890,IN_CLUSTER
45137798,G0261,IN_CLUSTER
44348441,G0926,IN_CLUSTER
45183034,G0611,IN_CLUSTER
45177900,G0711,IN_CLUSTER
44558909,G0515,IN_CLUSTER
45128308,G0176,IN_CLUSTER
44909325,G0194,IN_CLUSTER
44087696,G0151,IN_CLUSTER
43229879,G0612,IN_CLUSTER
43817305,G0510,IN_CLUSTER
45152695,G0499,IN_CLUSTER
40503409,G0594,IN_CLUSTER
43686285,G0616,IN_CLUSTER
45191212,G0059,IN_CLUSTER
44599657,G0281,IN_CLUSTER
44326273,G0104,IN_CLUSTER
45235052,G0132,IN_CLUSTER
45233151,G0702,IN_CLUSTER
45246054,G0919,IN_CLUSTER
44947883,G0554,IN_CLUSTER
44635188,G0483,IN_CLUSTER
45117835,G0386,IN_CLUSTER
45213691,G0532,IN_CLUSTER
44233616,G0359,IN_CLUSTER
44797709,G0064,IN_CLUSTER
41770473,G0089,IN_CLUSTER
44797734,G0064,IN_CLUSTER
43697094,G0072,IN_CLUSTER
43197023,G0060,IN_CLUSTER
45119935,G0752,IN_CLUSTER
44487580,G1020,IN_CLUSTER
44901153,G0482,IN_CLUSTER
43732616,G0385,IN_CLUSTER
45114829,G0411,IN_CLUSTER
44959314,G0642,IN_CLUSTER
44059773,G0413,IN_CLUSTER
45232122,G0841,IN_CLUSTER
45128667,G0109,IN_CLUSTER
44819431,G0106,IN_CLUSTER
44872041,G0752,IN_CLUSTER
45047881,G0256,IN_CLUSTER
44713249,G0316,IN_CLUSTER
44345057,G0331,IN_CLUSTER
44965275,G0359,IN_CLUSTER
44966659,G0587,IN_CLUSTER
44620331,G1069,IN_CLUSTER
44690439,G1069,IN_CLUSTER
45162192,G1014,IN_CLUSTER
44829093,G0266,IN_CLUSTER
45157462,G0538,IN_CLUSTER
44913725,G0266,IN_CLUSTER
44445558,G0696,IN_CLUSTER
44727477,G1004,IN_CLUSTER
44585936,G0475,IN_CLUSTER
45141155,G0120,IN_CLUSTER
44879590,G0114,IN_CLUSTER
45101515,G0273,IN_CLUSTER
44793585,G0579,IN_CLUSTER
45141065,G0057,IN_CLUSTER
43887600,G0091,IN_CLUSTER
44582802,G0091,IN_CLUSTER
45056889,G0706,IN_CLUSTER
44756981,G0746,IN_CLUSTER
44059221,G0370,IN_CLUSTER
43713934,G0396,IN_CLUSTER
44372316,G0201,IN_CLUSTER
45127270,G0869,IN_CLUSTER
44773246,G0616,IN_CLUSTER
43973754,G0437,IN_CLUSTER
44531779,G0779,IN_CLUSTER
45130115,G0274,IN_CLUSTER
45093806,G0528,IN_CLUSTER
45237772,G0518,IN_CLUSTER
45239592,G0677,IN_CLUSTER
42972398,G0132,IN_CLUSTER
43824759,G0675,IN_CLUSTER
44884865,G0312,IN_CLUSTER
44059695,G0413,IN_CLUSTER
43017696,G0375,IN_CLUSTER
44854900,G0116,IN_CLUSTER
44905790,G0215,IN_CLUSTER
45019913,G0113,IN_CLUSTER
45025478,G0138,IN_CLUSTER
45264187,G0677,IN_CLUSTER
45160107,G0584,IN_CLUSTER
44390382,G0972,IN_CLUSTER
44596070,G0707,IN_CLUSTER
44098771,G0359,IN_CLUSTER
45088511,G0517,IN_CLUSTER
44161504,G0346,IN_CLUSTER
44984143,G0195,IN_CLUSTER
45186557,G0140,IN_CLUSTER
41019599,G0046,IN_CLUSTER
44784242,G0571,IN_CLUSTER
44487371,G0151,IN_CLUSTER
45010087,G0707,IN_CLUSTER
44460227,G0689,IN_CLUSTER
44971134,G0523,IN_CLUSTER
44884297,G0201,IN_CLUSTER
44425728,G1061,IN_CLUSTER
44754807,G0527,IN_CLUSTER
45114937,G0791,IN_CLUSTER
44992813,G0681,IN_CLUSTER
45137965,G0596,IN_CLUSTER
44833225,G0483,IN_CLUSTER
45105861,G0505,IN_CLUSTER
45155379,G0418,IN_CLUSTER
45149575,G0419,IN_CLUSTER
44963047,G0591,IN_CLUSTER
45140583,G0072,IN_CLUSTER
45250023,G0126,IN_CLUSTER
45254655,G0677,IN_CLUSTER
45247769,G0687,IN_CLUSTER
44995869,G0072,IN_CLUSTER
44652527,G0349,IN_CLUSTER
45212157,G0797,IN_CLUSTER
44389301,G0356,IN_CLUSTER
43928437,G0530,IN_CLUSTER
45011234,G0871,IN_CLUSTER
45005393,G0730,IN_CLUSTER
43585255,G0379,IN_CLUSTER
44885592,G0072,IN_CLUSTER
45248570,G0191,IN_CLUSTER
44812705,G0222,IN_CLUSTER
45106540,G0128,IN_CLUSTER
45250342,G0386,IN_CLUSTER
45254675,G0149,IN_CLUSTER
45132591,G0817,IN_CLUSTER
45248004,G0270,IN_CLUSTER
44857911,G0119,IN_CLUSTER
44125406,G0374,IN_CLUSTER
45227685,G0719,IN_CLUSTER
44973672,G0707,IN_CLUSTER
45237438,G0752,IN_CLUSTER
45059567,G0322,IN_CLUSTER
44926293,G0371,IN_CLUSTER
44888767,G0382,IN_CLUSTER
45047879,G0333,IN_CLUSTER
44959298,G0413,IN_CLUSTER
43900905,G0375,IN_CLUSTER
44807149,G0677,IN_CLUSTER
44827098,G0285,IN_CLUSTER
45025878,G0607,IN_CLUSTER
44653894,G0693,IN_CLUSTER
44823393,G0353,IN_CLUSTER
44495738,G0042,IN_CLUSTER
43727121,G0672,IN_CLUSTER
44619715,G0869,IN_CLUSTER
45250648,G0752,IN_CLUSTER
44713426,G0372,IN_CLUSTER
43899485,G0331,IN_CLUSTER
44689369,G0305,IN_CLUSTER
44452047,G0558,IN_CLUSTER
43578966,G0377,IN_CLUSTER
44605207,G0396,IN_CLUSTER
45106137,G0799,IN_CLUSTER
45252017,G0800,IN_CLUSTER
43637784,G0266,IN_CLUSTER
43698050,G0356,IN_CLUSTER
45124968,G0644,IN_CLUSTER
44156207,G0757,IN_CLUSTER
44818736,G0693,IN_CLUSTER
44935288,G0537,IN_CLUSTER
44645993,G0371,IN_CLUSTER
44334707,G0367,IN_CLUSTER
45252025,G0826,IN_CLUSTER
43937421,G0501,IN_CLUSTER
43588872,G0568,IN_CLUSTER
43857274,G0677,IN_CLUSTER
44488972,G0768,IN_CLUSTER
44790683,G0800,IN_CLUSTER
45252225,G0492,IN_CLUSTER
45229849,G0900,IN_CLUSTER
45141247,G0881,IN_CLUSTER
45063348,G0770,IN_CLUSTER
45109178,G0905,IN_CLUSTER
44290797,G0668,IN_CLUSTER
44997313,G0355,IN_CLUSTER
45249096,G0758,IN_CLUSTER
45253098,G0882,IN_CLUSTER
44596675,G0785,IN_CLUSTER
44996895,G0129,IN_CLUSTER
45102762,G0161,IN_CLUSTER
44187043,G0678,IN_CLUSTER
45204859,G0424,IN_CLUSTER
42991175,G0966,IN_CLUSTER
44957835,G0872,IN_CLUSTER
45055915,G0630,IN_CLUSTER
45144108,G0656,IN_CLUSTER
45140720,G0518,IN_CLUSTER
45118442,G0502,IN_CLUSTER
45055816,G0374,IN_CLUSTER
44508062,G0691,IN_CLUSTER
45178550,G0691,IN_CLUSTER
45232121,G0833,IN_CLUSTER
44666611,G0338,IN_CLUSTER
44821134,G0788,IN_CLUSTER
45009349,G0874,IN_CLUSTER
45008472,G0721,IN_CLUSTER
45246455,G0540,IN_CLUSTER
43572906,G0857,IN_CLUSTER
44880471,G0832,IN_CLUSTER
45144416,G0593,IN_CLUSTER
44235703,G0603,IN_CLUSTER
44733927,G0053,IN_CLUSTER
45097499,G0729,IN_CLUSTER
42513639,G0046,IN_CLUSTER
44859306,G0430,IN_CLUSTER
44887265,G0119,IN_CLUSTER
44102172,G0822,IN_CLUSTER
45159325,G0708,IN_CLUSTER
45151807,G0108,IN_CLUSTER
45152244,G0427,IN_CLUSTER
45095939,G0055,IN_CLUSTER
45154419,G0380,IN_CLUSTER
45084742,G0102,IN_CLUSTER
45101930,G0102,IN_CLUSTER
45152823,G0102,IN_CLUSTER
44971824,G0380,IN_CLUSTER
44960061,G0054,IN_CLUSTER
44996009,G0111,IN_CLUSTER
44998073,G0111,IN_CLUSTER
43503286,G0871,IN_CLUSTER
45248754,G1003,IN_CLUSTER
44855737,G0487,IN_CLUSTER
45249634,G0469,IN_CLUSTER
45143569,G0605,IN_CLUSTER
45151295,G0686,IN_CLUSTER
45020016,G0587,IN_CLUSTER
45155645,G0686,IN_CLUSTER
45164175,G0535,IN_CLUSTER
45054905,G0181,IN_CLUSTER
44441867,G0539,IN_CLUSTER
45156037,G0181,IN_CLUSTER
45128189,G0181,IN_CLUSTER
45136662,G0079,IN_CLUSTER
45075295,G0119,IN_CLUSTER
44009956,G0547,IN_CLUSTER
44489869,G0066,IN_CLUSTER
44010041,G0445,IN_CLUSTER
44832652,G0252,IN_CLUSTER
44899155,G0556,IN_CLUSTER
43900461,G0674,IN_CLUSTER
44156256,G0064,IN_CLUSTER
44340134,G0072,IN_CLUSTER
44790440,G0297,IN_CLUSTER
44714315,G0276,IN_CLUSTER
44954044,G0162,IN_CLUSTER
43900366,G0783,IN_CLUSTER
43496938,G0798,IN_CLUSTER
45196417,G0607,IN_CLUSTER
44359769,G0201,IN_CLUSTER
45197057,G0350,IN_CLUSTER
43873781,G0202,IN_CLUSTER
45197430,G0139,IN_CLUSTER
45178935,G0434,IN_CLUSTER
44995879,G0414,IN_CLUSTER
43942031,G0553,IN_CLUSTER
45107836,G0036,IN_CLUSTER
44923306,G0736,IN_CLUSTER
45097170,G0559,IN_CLUSTER
45125769,G0547,IN_CLUSTER
44529715,G0620,IN_CLUSTER
45023000,G0371,IN_CLUSTER
45142553,G0315,IN_CLUSTER
45189213,G0891,IN_CLUSTER
45238334,G0318,IN_CLUSTER
44629805,G0813,IN_CLUSTER
44786778,G0545,IN_CLUSTER
44742848,G0482,IN_CLUSTER
44786880,G0545,IN_CLUSTER
45130272,G0866,IN_CLUSTER
45240894,G0873,IN_CLUSTER
45101549,G0806,IN_CLUSTER
45074990,G0338,IN_CLUSTER
45101591,G0824,IN_CLUSTER
44526452,G0806,IN_CLUSTER
45202806,G0809,IN_CLUSTER
40489660,G0843,IN_CLUSTER
44616036,G0893,IN_CLUSTER
44624437,G1001,IN_CLUSTER
45104256,G0008,IN_CLUSTER
44840966,G0654,IN_CLUSTER
45204788,G0200,IN_CLUSTER
45093376,G0253,IN_CLUSTER
45229984,G0119,IN_CLUSTER
44440058,G0194,IN_CLUSTER
45233856,G0350,IN_CLUSTER
44186994,G0217,IN_CLUSTER
45232672,G0215,IN_CLUSTER
45088361,G0753,IN_CLUSTER
44511198,G0201,IN_CLUSTER
44438384,G0091,IN_CLUSTER
43813634,G0119,IN_CLUSTER
43113947,G0130,IN_CLUSTER
45144302,G0413,IN_CLUSTER
45246442,G0822,IN_CLUSTER
45247355,G0458,IN_CLUSTER
45237954,G0125,IN_CLUSTER
45247316,G0860,IN_CLUSTER
45220098,G0906,IN_CLUSTER
45171086,G0622,IN_CLUSTER
45230039,G0250,IN_CLUSTER
45082473,G0128,IN_CLUSTER
45204910,G0269,IN_CLUSTER
45247172,G0858,IN_CLUSTER
44740495,G0897,IN_CLUSTER
44418456,G0935,IN_CLUSTER
44910264__2,G0215,IN_CLUSTER
44397207,G0911,IN_CLUSTER
45121026,G0871,IN_CLUSTER
45144226,G0718,IN_CLUSTER
43499957,G0846,IN_CLUSTER
44995636,G0426,IN_CLUSTER
44990536,G0592,IN_CLUSTER
44954094,G0326,IN_CLUSTER
45108854,G0540,IN_CLUSTER
44066576,G0072,IN_CLUSTER
45244387,G0580,IN_CLUSTER
44886954,G0239,IN_CLUSTER
45247040,G0945,IN_CLUSTER
45133836,G0656,IN_CLUSTER
44315816__2,G0072,IN_CLUSTER
42180154,G0058,IN_CLUSTER
45247303,G0064,IN_CLUSTER
45219816,G0834,IN_CLUSTER
44954267,G0457,IN_CLUSTER
44621409,G0194,IN_CLUSTER
45088499,G0072,IN_CLUSTER
44348188,G0072,IN_CLUSTER
44640984,G1067,IN_CLUSTER
45246086,G0962,IN_CLUSTER
45093839,G0538,IN_CLUSTER
44881508,G0545,IN_CLUSTER
45245678,G0181,IN_CLUSTER
45118036,G0671,IN_CLUSTER
44732699,G0344,IN_CLUSTER
45246006,G0918,IN_CLUSTER
44842280,G0826,IN_CLUSTER
42235197,G0100,IN_CLUSTER
44694186,G0313,IN_CLUSTER
45245743,G0195,IN_CLUSTER
44426090,G0622,IN_CLUSTER
45065862,G0010,IN_CLUSTER
44732057,G0411,IN_CLUSTER
45246152,G0721,IN_CLUSTER
45240187__2,G0602,IN_CLUSTER
44881518,G0354,IN_CLUSTER
44543331,G0535,IN_CLUSTER
45118041,G0477,IN_CLUSTER
45205916,G0809,IN_CLUSTER
45242102,G0340,IN_CLUSTER
45093729,G0563,IN_CLUSTER
44994529,G0752,IN_CLUSTER
45246268,G0027,IN_CLUSTER
44730405,G0468,IN_CLUSTER
45243471,G0377,IN_CLUSTER
45244632,G0559,IN_CLUSTER
45243957,G0781,IN_CLUSTER
45240083,G0281,IN_CLUSTER
44538856,G0551,IN_CLUSTER
41641818,G0489,IN_CLUSTER
45152520,G0719,IN_CLUSTER
45245900,G0699,IN_CLUSTER
45244754,G0765,IN_CLUSTER
45240240,G0826,IN_CLUSTER
43955966,G0691,IN_CLUSTER
45174323,G0691,IN_CLUSTER
45020835,G0181,IN_CLUSTER
45245437,G0377,IN_CLUSTER
45111083,G0328,IN_CLUSTER
45190792,G0321,IN_CLUSTER
45244640,G0686,IN_CLUSTER
45245193,G0858,IN_CLUSTER
45174425,G0907,IN_CLUSTER
45195213,G0888,IN_CLUSTER
45161542,G0184,IN_CLUSTER
45240385,G0913,IN_CLUSTER
44833424,G1055,IN_CLUSTER
45005604,G0139,IN_CLUSTER
45236756,G0842,IN_CLUSTER
45231699,G0564,IN_CLUSTER
45242353,G0604,IN_CLUSTER
45140536,G0197,IN_CLUSTER
44668641,G0331,IN_CLUSTER
44932247,G0748,IN_CLUSTER
45241889,G0782,IN_CLUSTER
40626546,G0428,IN_CLUSTER
45242724,G0801,IN_CLUSTER
44244182,G1061,IN_CLUSTER
43173312,G0624,IN_CLUSTER
45026281,G0840,IN_CLUSTER
45058266,G0842,IN_CLUSTER
45235440,G0401,IN_CLUSTER
45244241,G1061,IN_CLUSTER
44890833,G0030,IN_CLUSTER
45215996,G0478,IN_CLUSTER
45243708,G0998,IN_CLUSTER
44648582,G0843,IN_CLUSTER
43153771,G0403,IN_CLUSTER
45160018,G0527,IN_CLUSTER
