:START_ID(Listing),:END_ID(Amenity),category:string,rank:int,is_nearest:boolean,straight_line_km:float,driving_distance_km:float,driving_duration_min:float,within_threshold:boolean,threshold_km:float,:TYPE
44466821,relation/17583697,park,1,true,1.408,1.545,2.3,true,5.0,NEAR_AMENITY
44466821,node/3167021691,bus_stop,1,true,0.618,0.762,1.3,true,2.0,NEAR_AMENITY
44709669,way/187895176,hospital,1,true,1.571,2.282,4.1,,,NEAR_AMENITY
44709669,way/192512397,school,1,true,0.065,0.145,0.4,true,2.0,NEAR_AMENITY
44709669,way/192512338,college_university,1,true,0.042,0.112,0.4,true,5.0,NEAR_AMENITY
44709669,way/1163010587,metro,1,true,1.255,1.774,3.2,true,3.0,NEAR_AMENITY
44709669,way/187895187,mall,1,true,2.196,2.587,4.3,true,5.0,NEAR_AMENITY
44709669,way/263311733,market,1,true,0.454,0.595,1.5,true,2.0,NEAR_AMENITY
44709669,way/1158889693,supermarket,1,true,0.223,0.269,0.7,true,2.0,NEAR_AMENITY
44709669,way/358154692,park,1,true,0.139,0.425,1.7,true,5.0,NEAR_AMENITY
44709669,node/11775511382,bus_stop,1,true,0.054,0.07,0.2,true,2.0,NEAR_AMENITY
45137809,way/1024308083,hospital,1,true,3.07,3.421,3.9,,,NEAR_AMENITY
45137809,way/1418966281,school,1,true,0.196,1.37,3.6,true,2.0,NEAR_AMENITY
45137809,way/1419077157,college_university,1,true,0.521,0.739,1.5,true,5.0,NEAR_AMENITY
45137809,node/11586280306,metro,1,true,2.78,4.301,4.6,false,3.0,NEAR_AMENITY
45137809,node/9593358298,mall,1,true,4.618,8.729,10.1,false,5.0,NEAR_AMENITY
45137809,node/5747292796,market,1,true,1.094,2.165,4.0,false,2.0,NEAR_AMENITY
45137809,way/875447302,supermarket,1,true,2.069,3.29,3.7,false,2.0,NEAR_AMENITY
45137809,way/724836443,park,1,true,0.187,1.235,3.1,true,5.0,NEAR_AMENITY
45137809,node/13654284984,bus_stop,1,true,0.113,0.113,0.1,true,2.0,NEAR_AMENITY
44256714,way/127299415,hospital,1,true,1.96,3.089,3.1,,,NEAR_AMENITY
44256714,way/1036206960,school,1,true,0.096,0.2,0.5,true,2.0,NEAR_AMENITY
44256714,way/1057874323,college_university,1,true,1.012,1.105,1.7,true,5.0,NEAR_AMENITY
44256714,node/11586280299,metro,1,true,2.498,3.092,4.6,false,3.0,NEAR_AMENITY
44256714,node/9586916912,mall,1,true,2.049,3.105,3.5,true,5.0,NEAR_AMENITY
44256714,node/9729070768,market,1,true,1.425,2.239,2.6,false,2.0,NEAR_AMENITY
44256714,node/3631210571,supermarket,1,true,0.578,0.978,1.5,true,2.0,NEAR_AMENITY
44256714,way/610240418,park,1,true,0.837,1.897,2.3,true,5.0,NEAR_AMENITY
44256714,node/3162352206,bus_stop,1,true,0.061,0.061,0.1,true,2.0,NEAR_AMENITY
43827262,way/263447467,hospital,1,true,1.004,1.38,1.7,,,NEAR_AMENITY
43827262,way/193256690,school,1,true,0.38,0.536,0.8,true,2.0,NEAR_AMENITY
43827262,way/263170654,college_university,1,true,0.625,0.621,0.9,true,5.0,NEAR_AMENITY
43827262,way/1163010587,metro,1,true,1.253,1.782,2.7,true,3.0,NEAR_AMENITY
43827262,way/587505132,mall,1,true,1.384,1.705,2.5,true,5.0,NEAR_AMENITY
43827262,way/39598471,market,1,true,0.953,1.289,1.6,true,2.0,NEAR_AMENITY
43827262,node/2948812333,supermarket,1,true,0.381,0.465,0.7,true,2.0,NEAR_AMENITY
43827262,way/32735082,park,1,true,0.516,0.892,1.2,true,5.0,NEAR_AMENITY
43827262,node/11846011872,bus_stop,1,true,0.064,0.064,0.1,true,2.0,NEAR_AMENITY
44186833,way/682250581,hospital,1,true,1.014,1.18,2.0,,,NEAR_AMENITY
44186833,way/682199563,school,1,true,0.295,0.471,1.3,true,2.0,NEAR_AMENITY
44186833,way/140703173,college_university,1,true,1.175,1.733,2.9,true,5.0,NEAR_AMENITY
44186833,way/1162981728,metro,1,true,1.892,3.107,4.5,false,3.0,NEAR_AMENITY
44186833,node/9585835375,mall,1,true,1.372,1.954,3.0,true,5.0,NEAR_AMENITY
44186833,node/1779408189,market,1,true,0.571,0.721,1.2,true,2.0,NEAR_AMENITY
44186833,node/6786068685,supermarket,1,true,0.349,0.491,1.3,true,2.0,NEAR_AMENITY
44186833,way/188169266,park,1,true,0.972,1.523,2.1,true,5.0,NEAR_AMENITY
44186833,node/11775271669,bus_stop,1,true,0.204,1.023,1.8,true,2.0,NEAR_AMENITY
45110563,way/187895176,hospital,1,true,1.571,2.282,4.1,,,NEAR_AMENITY
45110563,way/192512397,school,1,true,0.065,0.145,0.4,true,2.0,NEAR_AMENITY
45110563,way/192512338,college_university,1,true,0.042,0.112,0.4,true,5.0,NEAR_AMENITY
45110563,way/1163010587,metro,1,true,1.255,1.774,3.2,true,3.0,NEAR_AMENITY
45110563,way/187895187,mall,1,true,2.196,2.587,4.3,true,5.0,NEAR_AMENITY
45110563,way/263311733,market,1,true,0.454,0.595,1.5,true,2.0,NEAR_AMENITY
45110563,way/1158889693,supermarket,1,true,0.223,0.269,0.7,true,2.0,NEAR_AMENITY
45110563,way/358154692,park,1,true,0.139,0.425,1.7,true,5.0,NEAR_AMENITY
45110563,node/11775511382,bus_stop,1,true,0.054,0.07,0.2,true,2.0,NEAR_AMENITY
44416135,node/9965185460,hospital,1,true,0.189,0.791,1.7,,,NEAR_AMENITY
44416135,way/1295735926,school,1,true,0.36,0.477,1.5,true,2.0,NEAR_AMENITY
44416135,way/1085962671,college_university,1,true,0.626,0.94,2.1,true,5.0,NEAR_AMENITY
44416135,way/1162981728,metro,1,true,0.737,1.77,3.0,true,3.0,NEAR_AMENITY
44416135,node/9584911952,mall,1,true,1.095,1.281,2.3,true,5.0,NEAR_AMENITY
44416135,way/39598509,market,1,true,0.417,0.614,1.3,true,2.0,NEAR_AMENITY
44416135,node/3899274115,supermarket,1,true,0.54,0.703,1.5,true,2.0,NEAR_AMENITY
44416135,relation/14939719,park,1,true,0.345,1.255,2.2,true,5.0,NEAR_AMENITY
44416135,node/3180486881,bus_stop,1,true,0.597,1.105,2.0,true,2.0,NEAR_AMENITY
44742828,way/187949834,hospital,1,true,0.572,0.891,1.3,,,NEAR_AMENITY
44742828,way/187895182,school,1,true,0.281,0.341,0.8,true,2.0,NEAR_AMENITY
44742828,way/263506611,college_university,1,true,0.643,0.645,1.1,true,5.0,NEAR_AMENITY
44742828,way/1162981728,metro,1,true,0.479,0.857,1.4,true,3.0,NEAR_AMENITY
44742828,way/806860787,mall,1,true,0.131,0.231,0.4,true,5.0,NEAR_AMENITY
44742828,node/9587486344,market,1,true,0.148,0.241,0.4,true,2.0,NEAR_AMENITY
44742828,node/12546141701,supermarket,1,true,0.158,0.275,0.5,true,2.0,NEAR_AMENITY
44742828,way/683910660,park,1,true,0.62,0.853,1.3,true,5.0,NEAR_AMENITY
44742828,node/11868700613,bus_stop,1,true,0.075,0.109,0.3,true,2.0,NEAR_AMENITY
43284851,way/321939234,hospital,1,true,7.403,11.681,14.8,,,NEAR_AMENITY
43284851,way/1223354351,school,1,true,0.779,0.919,2.4,true,2.0,NEAR_AMENITY
43284851,way/321939965,college_university,1,true,2.954,4.162,6.0,true,5.0,NEAR_AMENITY
43284851,node/11586280307,metro,1,true,5.259,8.525,10.9,false,3.0,NEAR_AMENITY
43284851,way/1115566351,mall,1,true,0.317,0.578,1.5,true,5.0,NEAR_AMENITY
43284851,way/32587159,market,1,true,4.234,4.793,7.8,false,2.0,NEAR_AMENITY
43284851,node/11152431366,supermarket,1,true,0.777,1.02,2.8,true,2.0,NEAR_AMENITY
43284851,node/12647208019,park,1,true,0.634,0.732,1.9,true,5.0,NEAR_AMENITY
43284851,node/11868700639,bus_stop,1,true,0.377,0.412,1.0,true,2.0,NEAR_AMENITY
43825788,way/507538758,hospital,1,true,5.196,6.674,7.7,,,NEAR_AMENITY
43825788,way/605281189,school,1,true,0.676,0.956,2.2,true,2.0,NEAR_AMENITY
43825788,way/321939965,college_university,1,true,2.591,3.054,3.5,true,5.0,NEAR_AMENITY
43825788,node/11586280307,metro,1,true,3.398,5.362,7.5,false,3.0,NEAR_AMENITY
43825788,node/11346766808,mall,1,true,1.441,2.222,3.6,true,5.0,NEAR_AMENITY
43825788,node/4374995103,market,1,true,5.931,6.765,7.4,false,2.0,NEAR_AMENITY
43825788,node/11328890468,supermarket,1,true,1.436,2.309,3.5,false,2.0,NEAR_AMENITY
43825788,way/1331225473,park,1,true,1.796,2.562,4.3,true,5.0,NEAR_AMENITY
43825788,node/11868700643,bus_stop,1,true,1.219,2.141,3.2,false,2.0,NEAR_AMENITY
45219753,way/321939234,hospital,1,true,7.403,11.681,14.8,,,NEAR_AMENITY
45219753,way/1223354351,school,1,true,0.779,0.919,2.4,true,2.0,NEAR_AMENITY
45219753,way/321939965,college_university,1,true,2.954,4.162,6.0,true,5.0,NEAR_AMENITY
45219753,node/11586280307,metro,1,true,5.259,8.525,10.9,false,3.0,NEAR_AMENITY
45219753,way/1115566351,mall,1,true,0.317,0.578,1.5,true,5.0,NEAR_AMENITY
45219753,way/32587159,market,1,true,4.234,4.793,7.8,false,2.0,NEAR_AMENITY
45219753,node/11152431366,supermarket,1,true,0.777,1.02,2.8,true,2.0,NEAR_AMENITY
45219753,node/12647208019,park,1,true,0.634,0.732,1.9,true,5.0,NEAR_AMENITY
45219753,node/11868700639,bus_stop,1,true,0.377,0.412,1.0,true,2.0,NEAR_AMENITY
45219725,way/321939234,hospital,1,true,7.153,11.43,14.9,,,NEAR_AMENITY
45219725,way/1223354351,school,1,true,0.617,0.632,1.7,true,2.0,NEAR_AMENITY
45219725,way/321939965,college_university,1,true,2.665,3.911,6.1,true,5.0,NEAR_AMENITY
45219725,node/11586280307,metro,1,true,5.138,8.274,10.9,false,3.0,NEAR_AMENITY
45219725,way/1115566351,mall,1,true,0.037,0.292,0.8,true,5.0,NEAR_AMENITY
45219725,way/32587159,market,1,true,4.275,5.08,8.5,false,2.0,NEAR_AMENITY
45219725,node/11152431366,supermarket,1,true,0.527,0.733,2.1,true,2.0,NEAR_AMENITY
45219725,node/12647208019,park,1,true,0.404,0.446,1.2,true,5.0,NEAR_AMENITY
45219725,node/11868700639,bus_stop,1,true,0.09,0.125,0.3,true,2.0,NEAR_AMENITY
45219182,way/321939234,hospital,1,true,7.153,11.43,14.9,,,NEAR_AMENITY
45219182,way/1223354351,school,1,true,0.617,0.632,1.7,true,2.0,NEAR_AMENITY
45219182,way/321939965,college_university,1,true,2.665,3.911,6.1,true,5.0,NEAR_AMENITY
45219182,node/11586280307,metro,1,true,5.138,8.274,10.9,false,3.0,NEAR_AMENITY
45219182,way/1115566351,mall,1,true,0.037,0.292,0.8,true,5.0,NEAR_AMENITY
45219182,way/32587159,market,1,true,4.275,5.08,8.5,false,2.0,NEAR_AMENITY
45219182,node/11152431366,supermarket,1,true,0.527,0.733,2.1,true,2.0,NEAR_AMENITY
45219182,node/12647208019,park,1,true,0.404,0.446,1.2,true,5.0,NEAR_AMENITY
45219182,node/11868700639,bus_stop,1,true,0.09,0.125,0.3,true,2.0,NEAR_AMENITY
43839734,way/1137249771,hospital,1,true,1.906,3.518,5.0,,,NEAR_AMENITY
43839734,way/1146848542,school,1,true,0.673,1.423,3.6,true,2.0,NEAR_AMENITY
43839734,way/607050053,college_university,1,true,0.943,1.836,3.6,true,5.0,NEAR_AMENITY
43839734,node/11586280305,metro,1,true,7.365,11.037,12.1,false,3.0,NEAR_AMENITY
43839734,way/367930334,mall,1,true,6.791,9.062,13.0,false,5.0,NEAR_AMENITY
43839734,way/607050052,market,1,true,1.149,1.486,3.0,true,2.0,NEAR_AMENITY
43839734,node/10079576290,supermarket,1,true,0.193,0.468,2.0,true,2.0,NEAR_AMENITY
43839734,way/607050054,park,1,true,0.725,1.085,2.5,true,5.0,NEAR_AMENITY
43839734,node/11799344242,bus_stop,1,true,3.307,4.532,6.4,false,2.0,NEAR_AMENITY
45217838,node/9593946639,hospital,1,true,6.43,7.479,10.8,,,NEAR_AMENITY
45217838,relation/16291702,school,1,true,0.865,1.504,3.1,true,2.0,NEAR_AMENITY
45217838,way/1433503743,college_university,1,true,2.628,3.319,4.5,true,5.0,NEAR_AMENITY
45217838,way/1162981728,metro,1,true,15.425,19.324,18.3,false,3.0,NEAR_AMENITY
45217838,way/504157823,mall,1,true,6.834,8.45,11.5,false,5.0,NEAR_AMENITY
45217838,node/9593946657,market,1,true,3.087,3.737,5.8,false,2.0,NEAR_AMENITY
45217838,node/6024915705,supermarket,1,true,2.495,3.483,4.2,false,2.0,NEAR_AMENITY
45217838,way/1211031817,park,1,true,6.605,7.792,10.3,false,5.0,NEAR_AMENITY
45217838,node/12237338972,bus_stop,1,true,0.392,0.695,1.7,true,2.0,NEAR_AMENITY
44018090,way/127299415,hospital,1,true,2.209,4.511,5.0,,,NEAR_AMENITY
44018090,way/1037121102,school,1,true,0.543,0.717,1.3,true,2.0,NEAR_AMENITY
44018090,way/1057874323,college_university,1,true,0.184,0.556,1.4,true,5.0,NEAR_AMENITY
44018090,node/11586280299,metro,1,true,1.67,2.526,4.5,true,3.0,NEAR_AMENITY
44018090,node/9586916912,mall,1,true,2.133,2.827,3.9,true,5.0,NEAR_AMENITY
44018090,way/597466819,market,1,true,1.222,1.74,3.1,true,2.0,NEAR_AMENITY
44018090,node/3631210571,supermarket,1,true,0.26,0.511,1.4,true,2.0,NEAR_AMENITY
44018090,way/610240418,park,1,true,0.746,0.99,1.6,true,5.0,NEAR_AMENITY
44018090,node/3237601002,bus_stop,1,true,0.07,0.129,0.3,true,2.0,NEAR_AMENITY
45216684,way/1241980323,hospital,1,true,1.208,2.515,5.0,,,NEAR_AMENITY
45216684,node/4604120590,school,1,true,0.281,0.527,1.0,true,2.0,NEAR_AMENITY
45216684,way/1023330892,college_university,1,true,2.055,2.731,3.9,true,5.0,NEAR_AMENITY
45216684,node/11586280302,metro,1,true,0.779,0.87,1.6,true,3.0,NEAR_AMENITY
45216684,way/723041514,mall,1,true,0.303,0.882,2.1,true,5.0,NEAR_AMENITY
45216684,way/529015846,market,1,true,2.345,2.812,3.8,false,2.0,NEAR_AMENITY
45216684,node/9587252979,supermarket,1,true,0.285,0.428,1.1,true,2.0,NEAR_AMENITY
45216684,way/737793388,park,1,true,0.555,1.106,2.4,true,5.0,NEAR_AMENITY
45216684,node/12435545041,bus_stop,1,true,0.132,0.248,0.7,true,2.0,NEAR_AMENITY
45217453,way/504577398,hospital,1,true,1.654,2.495,3.5,,,NEAR_AMENITY
45217453,way/933080238,school,1,true,0.269,0.456,0.9,true,2.0,NEAR_AMENITY
45217453,way/1271043475,college_university,1,true,3.457,5.093,6.2,false,5.0,NEAR_AMENITY
45217453,node/11586280302,metro,1,true,2.088,4.243,8.0,false,3.0,NEAR_AMENITY
45217453,node/9587618753,mall,1,true,1.137,1.447,2.2,true,5.0,NEAR_AMENITY
45217453,way/806654929,market,1,true,0.093,0.267,0.7,true,2.0,NEAR_AMENITY
45217453,way/996856580,supermarket,1,true,0.199,0.279,0.6,true,2.0,NEAR_AMENITY
45217453,way/692145121,park,1,true,0.381,0.819,3.6,true,5.0,NEAR_AMENITY
45217453,node/12871242808,bus_stop,1,true,0.133,0.134,0.4,true,2.0,NEAR_AMENITY
45209882,way/504577398,hospital,1,true,1.312,2.563,3.9,,,NEAR_AMENITY
45209882,way/366651483,school,1,true,0.488,0.696,1.3,true,2.0,NEAR_AMENITY
45209882,node/9699800177,college_university,1,true,4.526,6.057,9.5,false,5.0,NEAR_AMENITY
45209882,node/11586280302,metro,1,true,3.273,5.151,6.4,false,3.0,NEAR_AMENITY
45209882,node/9587618753,mall,1,true,1.402,2.92,4.5,true,5.0,NEAR_AMENITY
45209882,way/693649725,market,1,true,1.059,1.607,2.4,true,2.0,NEAR_AMENITY
45209882,node/12298428762,supermarket,1,true,0.31,0.52,1.0,true,2.0,NEAR_AMENITY
45209882,way/366651482,park,1,true,0.561,0.926,1.8,true,5.0,NEAR_AMENITY
45209882,node/11868700607,bus_stop,1,true,0.165,0.241,0.5,true,2.0,NEAR_AMENITY
44794760,way/1157248742,hospital,1,true,0.54,0.702,0.9,,,NEAR_AMENITY
44794760,way/1159204529,school,1,true,0.386,0.817,1.3,true,2.0,NEAR_AMENITY
44794760,node/9587204857,college_university,1,true,1.594,2.168,3.0,true,5.0,NEAR_AMENITY
44794760,way/1162981728,metro,1,true,4.425,6.271,7.6,false,3.0,NEAR_AMENITY
44794760,way/188114097,mall,1,true,1.05,2.035,3.3,true,5.0,NEAR_AMENITY
44794760,way/188114147,market,1,true,0.303,0.59,1.1,true,2.0,NEAR_AMENITY
44794760,way/1308072064,supermarket,1,true,0.517,1.103,1.7,true,2.0,NEAR_AMENITY
44794760,way/556396336,park,1,true,1.107,1.856,3.0,true,5.0,NEAR_AMENITY
44794760,node/11771727988,bus_stop,1,true,0.094,0.486,0.7,true,2.0,NEAR_AMENITY
43999966,way/321939234,hospital,1,true,7.153,11.43,14.9,,,NEAR_AMENITY
43999966,way/1223354351,school,1,true,0.617,0.632,1.7,true,2.0,NEAR_AMENITY
43999966,way/321939965,college_university,1,true,2.665,3.911,6.1,true,5.0,NEAR_AMENITY
43999966,node/11586280307,metro,1,true,5.138,8.274,10.9,false,3.0,NEAR_AMENITY
43999966,way/1115566351,mall,1,true,0.037,0.292,0.8,true,5.0,NEAR_AMENITY
43999966,way/32587159,market,1,true,4.275,5.08,8.5,false,2.0,NEAR_AMENITY
43999966,node/11152431366,supermarket,1,true,0.527,0.733,2.1,true,2.0,NEAR_AMENITY
43999966,node/12647208019,park,1,true,0.404,0.446,1.2,true,5.0,NEAR_AMENITY
43999966,node/11868700639,bus_stop,1,true,0.09,0.125,0.3,true,2.0,NEAR_AMENITY
44416443,way/187895176,hospital,1,true,0.527,0.759,1.6,,,NEAR_AMENITY
44416443,way/801710776,school,1,true,0.706,1.297,1.8,true,2.0,NEAR_AMENITY
44416443,way/263506611,college_university,1,true,1.216,1.534,2.3,true,5.0,NEAR_AMENITY
44416443,way/1163010587,metro,1,true,0.151,1.146,1.9,true,3.0,NEAR_AMENITY
44416443,way/187895187,mall,1,true,0.799,0.933,1.6,true,5.0,NEAR_AMENITY
44416443,relation/11102209,market,1,true,1.092,1.623,2.2,true,2.0,NEAR_AMENITY
44416443,node/2141010789,supermarket,1,true,0.51,0.798,1.2,true,2.0,NEAR_AMENITY
44416443,way/1056572948,park,1,true,0.271,0.71,1.2,true,5.0,NEAR_AMENITY
44416443,node/5192476721,bus_stop,1,true,0.878,1.448,2.6,true,2.0,NEAR_AMENITY
44400338,way/504577398,hospital,1,true,1.491,1.956,3.9,,,NEAR_AMENITY
44400338,way/366651483,school,1,true,0.331,0.697,1.3,true,2.0,NEAR_AMENITY
44400338,node/9699800177,college_university,1,true,4.597,6.198,9.8,false,5.0,NEAR_AMENITY
44400338,node/11586280302,metro,1,true,3.532,5.292,6.5,false,3.0,NEAR_AMENITY
44400338,node/9587618753,mall,1,true,1.663,3.062,4.7,true,5.0,NEAR_AMENITY
44400338,way/693649725,market,1,true,1.141,1.748,2.7,true,2.0,NEAR_AMENITY
44400338,node/12298428762,supermarket,1,true,0.096,0.521,1.0,true,2.0,NEAR_AMENITY
44400338,way/366651482,park,1,true,0.47,0.928,1.8,true,5.0,NEAR_AMENITY
44400338,node/11847376738,bus_stop,1,true,0.108,0.108,0.1,true,2.0,NEAR_AMENITY
45080633,way/1098416306,hospital,1,true,6.246,6.547,6.4,,,NEAR_AMENITY
45080633,way/489020898,school,1,true,2.488,3.744,4.3,false,2.0,NEAR_AMENITY
45080633,way/1098298110,college_university,1,true,3.672,3.902,5.1,true,5.0,NEAR_AMENITY
45080633,way/1162981728,metro,1,true,12.938,16.509,15.4,false,3.0,NEAR_AMENITY
45080633,way/504157823,mall,1,true,5.465,9.073,11.9,false,5.0,NEAR_AMENITY
45080633,way/489086378,market,1,true,0.87,1.186,2.6,true,2.0,NEAR_AMENITY
45080633,node/6024915705,supermarket,1,true,0.252,0.668,1.2,true,2.0,NEAR_AMENITY
45080633,way/1308470661,park,1,true,3.814,5.272,7.1,false,5.0,NEAR_AMENITY
45080633,node/11761010939,bus_stop,1,true,0.094,0.093,0.1,true,2.0,NEAR_AMENITY
43688714,way/1241980323,hospital,1,true,1.208,2.515,5.0,,,NEAR_AMENITY
43688714,node/4604120590,school,1,true,0.281,0.527,1.0,true,2.0,NEAR_AMENITY
43688714,way/1023330892,college_university,1,true,2.055,2.731,3.9,true,5.0,NEAR_AMENITY
43688714,node/11586280302,metro,1,true,0.779,0.87,1.6,true,3.0,NEAR_AMENITY
43688714,way/723041514,mall,1,true,0.303,0.882,2.1,true,5.0,NEAR_AMENITY
43688714,way/529015846,market,1,true,2.345,2.812,3.8,false,2.0,NEAR_AMENITY
43688714,node/9587252979,supermarket,1,true,0.285,0.428,1.1,true,2.0,NEAR_AMENITY
43688714,way/737793388,park,1,true,0.555,1.106,2.4,true,5.0,NEAR_AMENITY
43688714,node/12435545041,bus_stop,1,true,0.132,0.248,0.7,true,2.0,NEAR_AMENITY
45073124,way/531191849,hospital,1,true,2.649,3.567,5.8,,,NEAR_AMENITY
45073124,way/1293072081,school,1,true,1.003,1.245,2.1,true,2.0,NEAR_AMENITY
45073124,way/516639136,college_university,1,true,1.053,2.206,4.0,true,5.0,NEAR_AMENITY
45073124,way/1162981728,metro,1,true,14.451,16.057,16.7,false,3.0,NEAR_AMENITY
45073124,way/1152214346,mall,1,true,8.686,9.986,10.2,false,5.0,NEAR_AMENITY
45073124,node/9587618747,market,1,true,0.085,0.119,0.6,true,2.0,NEAR_AMENITY
45073124,way/208937659,supermarket,1,true,0.851,1.877,2.8,true,2.0,NEAR_AMENITY
45073124,way/494799489,park,1,true,1.864,2.642,5.0,true,5.0,NEAR_AMENITY
45073124,node/11787207561,bus_stop,1,true,1.272,1.985,2.6,true,2.0,NEAR_AMENITY
45042196,way/263447467,hospital,1,true,1.014,1.471,1.6,,,NEAR_AMENITY
45042196,way/313697228,school,1,true,0.105,0.177,0.5,true,2.0,NEAR_AMENITY
45042196,way/1507378789,college_university,1,true,0.235,0.788,1.1,true,5.0,NEAR_AMENITY
45042196,way/1162989826,metro,1,true,1.564,2.309,3.6,true,3.0,NEAR_AMENITY
45042196,way/587505132,mall,1,true,1.55,2.18,3.5,true,5.0,NEAR_AMENITY
45042196,way/39598492,market,1,true,0.456,0.482,0.7,true,2.0,NEAR_AMENITY
45042196,node/2948812333,supermarket,1,true,0.537,0.849,1.7,true,2.0,NEAR_AMENITY
45042196,way/32735082,park,1,true,0.564,1.242,1.6,true,5.0,NEAR_AMENITY
45042196,node/11758401308,bus_stop,1,true,0.021,0.021,0.0,true,2.0,NEAR_AMENITY
44432528,way/1087117557,hospital,1,true,0.629,1.23,2.4,,,NEAR_AMENITY
44432528,way/1042789338,school,1,true,0.32,0.571,2.0,true,2.0,NEAR_AMENITY
44432528,node/9722560649,college_university,1,true,0.325,0.988,2.3,true,5.0,NEAR_AMENITY
44432528,way/1162981728,metro,1,true,2.05,3.112,4.3,false,3.0,NEAR_AMENITY
44432528,node/9584911952,mall,1,true,0.416,0.694,1.9,true,5.0,NEAR_AMENITY
44432528,way/722916691,market,1,true,0.156,0.192,0.9,true,2.0,NEAR_AMENITY
44432528,node/9584911957,supermarket,1,true,0.309,0.791,2.1,true,2.0,NEAR_AMENITY
44432528,way/39513493,park,1,true,0.461,0.87,1.9,true,5.0,NEAR_AMENITY
44432528,node/6315683491,bus_stop,1,true,0.318,0.52,1.5,true,2.0,NEAR_AMENITY
43733254,way/321939234,hospital,1,true,7.403,11.681,14.8,,,NEAR_AMENITY
43733254,way/1223354351,school,1,true,0.779,0.919,2.4,true,2.0,NEAR_AMENITY
43733254,way/321939965,college_university,1,true,2.954,4.162,6.0,true,5.0,NEAR_AMENITY
43733254,node/11586280307,metro,1,true,5.259,8.525,10.9,false,3.0,NEAR_AMENITY
43733254,way/1115566351,mall,1,true,0.317,0.578,1.5,true,5.0,NEAR_AMENITY
43733254,way/32587159,market,1,true,4.234,4.793,7.8,false,2.0,NEAR_AMENITY
43733254,node/11152431366,supermarket,1,true,0.777,1.02,2.8,true,2.0,NEAR_AMENITY
43733254,node/12647208019,park,1,true,0.634,0.732,1.9,true,5.0,NEAR_AMENITY
43733254,node/11868700639,bus_stop,1,true,0.377,0.412,1.0,true,2.0,NEAR_AMENITY
44287640,node/5347976523,hospital,1,true,0.137,0.178,0.6,,,NEAR_AMENITY
44287640,way/516946751,school,1,true,0.017,0.013,0.0,true,2.0,NEAR_AMENITY
44287640,way/1085083093,college_university,1,true,0.164,0.31,0.8,true,5.0,NEAR_AMENITY
44287640,way/1162981728,metro,1,true,3.066,3.993,4.9,false,3.0,NEAR_AMENITY
44287640,way/1388259750,mall,1,true,0.509,0.724,1.4,true,5.0,NEAR_AMENITY
44287640,way/554668449,market,1,true,0.387,0.484,1.1,true,2.0,NEAR_AMENITY
44287640,node/6315687001,supermarket,1,true,0.297,0.488,1.1,true,2.0,NEAR_AMENITY
44287640,way/617580819,park,1,true,0.408,0.437,1.1,true,5.0,NEAR_AMENITY
44287640,node/8995419816,bus_stop,1,true,0.238,0.35,0.7,true,2.0,NEAR_AMENITY
44398352,way/189067578,hospital,1,true,0.2,0.311,0.7,,,NEAR_AMENITY
44398352,way/1486116554,school,1,true,0.29,0.374,0.8,true,2.0,NEAR_AMENITY
44398352,way/189067584,college_university,1,true,0.127,0.114,0.4,true,5.0,NEAR_AMENITY
44398352,way/1162981728,metro,1,true,4.171,4.834,6.4,false,3.0,NEAR_AMENITY
44398352,node/6536295071,mall,1,true,0.278,0.912,1.7,true,5.0,NEAR_AMENITY
44398352,way/1468659871,market,1,true,0.144,0.415,0.9,true,2.0,NEAR_AMENITY
44398352,node/1997154373,supermarket,1,true,0.094,0.121,0.5,true,2.0,NEAR_AMENITY
44398352,way/189017103,park,1,true,0.466,0.616,1.2,true,5.0,NEAR_AMENITY
44398352,node/3116339932,bus_stop,1,true,0.083,0.083,0.1,true,2.0,NEAR_AMENITY
45212694,way/321939234,hospital,1,true,6.928,10.765,14.4,,,NEAR_AMENITY
45212694,way/1223354351,school,1,true,0.365,0.314,0.8,true,2.0,NEAR_AMENITY
45212694,way/321939965,college_university,1,true,2.29,3.246,5.6,true,5.0,NEAR_AMENITY
45212694,node/11586280307,metro,1,true,5.262,7.609,10.5,false,3.0,NEAR_AMENITY
45212694,way/1115566351,mall,1,true,0.572,0.57,1.6,true,5.0,NEAR_AMENITY
45212694,way/32587159,market,1,true,4.095,5.093,9.1,false,2.0,NEAR_AMENITY
45212694,node/11152431366,supermarket,1,true,0.644,1.011,2.8,true,2.0,NEAR_AMENITY
45212694,node/12647208019,park,1,true,0.228,0.263,0.8,true,5.0,NEAR_AMENITY
45212694,node/12241505434,bus_stop,1,true,0.428,0.526,1.4,true,2.0,NEAR_AMENITY
44085752,way/462903369,hospital,1,true,1.004,1.61,2.2,,,NEAR_AMENITY
44085752,way/828946371,school,1,true,0.051,0.094,0.2,true,2.0,NEAR_AMENITY
44085752,way/263444635,college_university,1,true,0.993,1.656,2.2,true,5.0,NEAR_AMENITY
44085752,way/1162981728,metro,1,true,3.547,3.76,3.8,false,3.0,NEAR_AMENITY
44085752,way/556234623,mall,1,true,1.586,2.397,3.9,true,5.0,NEAR_AMENITY
44085752,way/418925063,market,1,true,0.322,0.36,0.7,true,2.0,NEAR_AMENITY
44085752,way/263444626,supermarket,1,true,0.791,1.398,2.1,true,2.0,NEAR_AMENITY
44085752,way/32735042,park,1,true,0.438,0.535,0.9,true,5.0,NEAR_AMENITY
