:START_ID(Listing),:END_ID(Ward),:TYPE
45219753,ward|ho-chi-minh|phuong-long-binh,IN_WARD
45219725,ward|ho-chi-minh|phuong-long-binh,IN_WARD
45219182,ward|ho-chi-minh|phuong-long-binh,IN_WARD
43839734,ward|ho-chi-minh|phuong-di-an,IN_WARD
45217838,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
44018090,ward|ho-chi-minh|phuong-thanh-my-tay,IN_WARD
45216684,ward|ho-chi-minh|phuong-binh-trung,IN_WARD
45217453,ward|ho-chi-minh|phuong-binh-trung,IN_WARD
45209882,ward|ho-chi-minh|phuong-cat-lai,IN_WARD
44794760,ward|ho-chi-minh|phuong-tan-my,IN_WARD
43999966,ward|ho-chi-minh|phuong-long-binh,IN_WARD
44416443,ward|ho-chi-minh|phuong-sai-gon,IN_WARD
44400338,ward|ho-chi-minh|phuong-cat-lai,IN_WARD
45080633,ward|ho-chi-minh|xa-binh-chanh,IN_WARD
43688714,ward|ho-chi-minh|phuong-binh-trung,IN_WARD
45073124,ward|ho-chi-minh|xa-xuan-thoi-son,IN_WARD
45042196,ward|ho-chi-minh|phuong-tan-inh,IN_WARD
44432528,ward|ho-chi-minh|phuong-ban-co,IN_WARD
43733254,ward|ho-chi-minh|phuong-long-binh,IN_WARD
44287640,ward|ho-chi-minh|phuong-vuon-lai,IN_WARD
44398352,ward|ho-chi-minh|phuong-cho-lon,IN_WARD
45212694,ward|ho-chi-minh|phuong-long-binh,IN_WARD
44085752,ward|ho-chi-minh|phuong-hoa-hung,IN_WARD
44682333,ward|ho-chi-minh|phuong-vuon-lai,IN_WARD
44992114,ward|ho-chi-minh|phuong-gia-inh,IN_WARD
45209379,ward|ho-chi-minh|phuong-cho-lon,IN_WARD
45212351,ward|ho-chi-minh|phuong-binh-ong,IN_WARD
44878181,ward|ho-chi-minh|phuong-binh-trung,IN_WARD
45211123,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
45211193,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
45040159,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
45040121,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
45210408,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
45043852,ward|ho-chi-minh|phuong-xom-chieu,IN_WARD
45040043,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
43880424,ward|ho-chi-minh|phuong-long-binh,IN_WARD
44986315,ward|ho-chi-minh|phuong-di-an,IN_WARD
44186979,ward|ho-chi-minh|phuong-ben-thanh,IN_WARD
45210229,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
44976878,ward|ho-chi-minh|phuong-cau-ong-lanh,IN_WARD
43349917,ward|ho-chi-minh|phuong-tang-nhon-phu,IN_WARD
43776876,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
44466982,ward|ho-chi-minh|phuong-thanh-my-tay,IN_WARD
45206979,ward|ho-chi-minh|phuong-an-ong,IN_WARD
45207061,ward|ho-chi-minh|phuong-cho-lon,IN_WARD
44673234,ward|ho-chi-minh|phuong-thanh-my-tay,IN_WARD
44482077,ward|ho-chi-minh|phuong-thanh-my-tay,IN_WARD
45183463,ward|ho-chi-minh|phuong-go-vap,IN_WARD
44939217,ward|ho-chi-minh|phuong-nhieu-loc,IN_WARD
45189772,ward|ho-chi-minh|phuong-cat-lai,IN_WARD
43830855,ward|ho-chi-minh|xa-nha-be,IN_WARD
45197190,ward|ho-chi-minh|phuong-phu-tho-hoa,IN_WARD
44786591,ward|ho-chi-minh|phuong-tan-phu,IN_WARD
44757351,ward|ho-chi-minh|phuong-gia-inh,IN_WARD
44202944,ward|ho-chi-minh|phuong-binh-thanh,IN_WARD
44984489,ward|ho-chi-minh|phuong-cau-kieu,IN_WARD
44910889,ward|ho-chi-minh|phuong-gia-inh,IN_WARD
45023942,ward|ho-chi-minh|phuong-long-binh,IN_WARD
44634121,ward|ho-chi-minh|phuong-gia-inh,IN_WARD
43537036,ward|ho-chi-minh|phuong-tang-nhon-phu,IN_WARD
45184650,ward|ho-chi-minh|xa-binh-hung,IN_WARD
44077990,ward|ho-chi-minh|phuong-di-an,IN_WARD
45070787,ward|ho-chi-minh|phuong-ong-hung-thuan,IN_WARD
44834862,ward|ho-chi-minh|phuong-thanh-my-tay,IN_WARD
44796007,ward|ho-chi-minh|phuong-tang-nhon-phu,IN_WARD
44957726,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
44238591,ward|ho-chi-minh|phuong-long-binh,IN_WARD
44482740,ward|ho-chi-minh|phuong-ben-thanh,IN_WARD
44755067,ward|ho-chi-minh|phuong-long-binh,IN_WARD
42023574,ward|ho-chi-minh|phuong-thu-dau-mot,IN_WARD
40503273,ward|ho-chi-minh|phuong-thu-dau-mot,IN_WARD
44006156,ward|ho-chi-minh|phuong-long-binh,IN_WARD
45153043,ward|ho-chi-minh|phuong-ong-hung-thuan,IN_WARD
43927670,ward|ho-chi-minh|phuong-cau-ong-lanh,IN_WARD
45067704,ward|ho-chi-minh|phuong-gia-inh,IN_WARD
