cluster_id:ID(GeoCluster),centroid_latitude:float,centroid_longitude:float,listing_count:int,representative_geohash_6:string,representative_geohash_7:string,:LABEL
G0711,10.81598581,106.68853867,1,w3gveb,w3gvebb,GeoCluster
G0712,10.81604874,106.80737735,1,w3gvw3,w3gvw3n,GeoCluster
G0713,10.81605006,106.81161969,1,w3gvw9,w3gvw91,GeoCluster
G0714,10.81647777,106.78588825,1,w3gvtc,w3gvtcp,GeoCluster
G0715,10.81737337,106.58816712,2,w3gv93,w3gv93p,GeoCluster
G0716,10.81784535,106.58428437,1,w3gv93,w3gv93k,GeoCluster
G0717,10.8181627,106.69705052,1,w3gvec,w3gvecq,GeoCluster
G0718,10.81966633,106.67464574,1,w3gve3,w3gve3w,GeoCluster
G0719,10.81971232,106.70321797,8,w3gvs1,w3gvs1d,GeoCluster
G0720,10.82025522,106.76175131,1,w3gvt3,w3gvt3v,GeoCluster
G0721,10.82057087,106.77662803,7,w3gvtc,w3gvtcb,GeoCluster
G0722,10.82070172,106.63592863,3,w3gvd9,w3gvd9c,GeoCluster
G0723,10.82156875,106.79282977,2,w3gvw4,w3gvw4h,GeoCluster
G0724,10.82166041,106.65500616,2,w3gvdf,w3gvdfp,GeoCluster
G0725,10.82176973,106.63138608,1,w3gvd6,w3gvd6n,GeoCluster
G0726,10.82177856,106.67874217,1,w3gved,w3gved1,GeoCluster
G0727,10.82312841,106.68900051,1,w3gvef,w3gvef2,GeoCluster
G0728,10.8231652,106.70440927,2,w3gvs4,w3gvs47,GeoCluster
G0729,10.82338224,106.63621561,2,w3gvdd,w3gvdd6,GeoCluster
G0730,10.82343686,106.68531051,4,w3gved,w3gvedj,GeoCluster
G0731,10.82375594,106.77529988,1,w3gvtd,w3gvtdr,GeoCluster
G0732,10.82439651,106.77215338,1,w3gvtd,w3gvtdt,GeoCluster
G0733,10.82467585,106.8300673,2,w3gvwf,w3gvwfx,GeoCluster
G0734,10.82482618,106.63537695,1,w3gvdd,w3gvdd9,GeoCluster
G0735,10.82495897,106.68023256,1,w3gved,w3gvedd,GeoCluster
G0736,10.82510252,106.68782982,1,w3gved,w3gvedx,GeoCluster
G0737,10.82549721,106.64016055,6,w3gvdd,w3gvddt,GeoCluster
G0738,10.82606976,106.76542359,1,w3gvtd,w3gvtdb,GeoCluster
G0739,10.82626042,106.63160797,2,w3gvd6,w3gvd6y,GeoCluster
G0740,10.82638888,106.63592759,3,w3gvdd,w3gvddc,GeoCluster
G0741,10.8268235,106.72308543,1,w3gvsd,w3gvsdc,GeoCluster
G0742,10.82683721,106.68705609,1,w3gved,w3gvedz,GeoCluster
G0743,10.82721326,106.76107136,1,w3gvt7,w3gvt7j,GeoCluster
G0744,10.82813849,106.76789407,2,w3gvte,w3gvte1,GeoCluster
G0745,10.82816314,106.62256434,1,w3gvd7,w3gvd70,GeoCluster
G0746,10.82840997,106.63923316,2,w3gvde,w3gvdek,GeoCluster
G0747,10.82854413,106.73046353,1,w3gvse,w3gvseq,GeoCluster
G0748,10.82883409,106.72609804,3,w3gvse,w3gvse7,GeoCluster
G0749,10.82887715,106.68343731,1,w3gvee,w3gveek,GeoCluster
G0750,10.82912224,106.77258264,1,w3gvte,w3gvtem,GeoCluster
G0751,10.82917494,106.67985934,1,w3gvee,w3gvee3,GeoCluster
G0752,10.82970646,106.67124843,12,w3gve7,w3gve77,GeoCluster
G0753,10.82974407,106.78769724,1,w3gvw5,w3gvw52,GeoCluster
G0754,10.82975423,106.61001462,2,w3gv9g,w3gv9gr,GeoCluster
G0755,10.82990969,106.69205542,1,w3gveg,w3gvegd,GeoCluster
G0756,10.82996302,106.73077664,1,w3gvse,w3gvsew,GeoCluster
G0757,10.82997691,106.70266627,10,w3gvs5,w3gvs5d,GeoCluster
G0758,10.83004796,106.63802389,11,w3gvde,w3gvdee,GeoCluster
G0759,10.83026175,106.63309612,5,w3gvd7,w3gvd7x,GeoCluster
G0760,10.83054153,106.71070092,1,w3gvs7,w3gvs78,GeoCluster
G0761,10.83063917,106.70546868,4,w3gvs5,w3gvs5s,GeoCluster
G0762,10.83109126,106.52465952,1,w3gv85,w3gv858,GeoCluster
G0763,10.83117264,106.62129128,6,w3gvd5,w3gvd5z,GeoCluster
G0764,10.83121083,106.76895192,1,w3gvte,w3gvtef,GeoCluster
G0765,10.83124292,106.64393041,1,w3gvde,w3gvdez,GeoCluster
G0766,10.83155643,106.67072713,2,w3gve7,w3gve7g,GeoCluster
G0767,10.8322257,106.61840413,1,w3gvd5,w3gvd5v,GeoCluster
G0768,10.832446,106.63887073,6,w3gvde,w3gvdeu,GeoCluster
G0769,10.83271536,106.6214764,1,w3gvdh,w3gvdhp,GeoCluster
G0770,10.83274227,106.67263114,4,w3gvek,w3gvekh,GeoCluster
G0771,10.83275834,106.73248518,1,w3gvsu,w3gvsu0,GeoCluster
G0772,10.83333639,106.78313211,1,w3gvtu,w3gvtuj,GeoCluster
G0773,10.83345566,106.85387911,1,w3gvxs,w3gvxs0,GeoCluster
G0774,10.83417566,106.66738613,1,w3gvek,w3gvek2,GeoCluster
G0775,10.8343851,106.8300257,1,w3gvwu,w3gvwur,GeoCluster
G0776,10.83448871,106.7603341,1,w3gvtk,w3gvtkk,GeoCluster
G0777,10.8347157,106.61588054,1,w3gvdh,w3gvdh7,GeoCluster
G0778,10.83496471,106.63956324,8,w3gvds,w3gvdsk,GeoCluster
G0779,10.835042,106.68756301,6,w3gves,w3gvesr,GeoCluster
G0780,10.83508261,106.68393611,2,w3gves,w3gvess,GeoCluster
G0781,10.83517028,106.75409067,2,w3gvtk,w3gvtk8,GeoCluster
G0782,10.8356387,106.75623357,3,w3gvtk,w3gvtk9,GeoCluster
G0783,10.83578045,106.84278803,6,w3gvxk,w3gvxk8,GeoCluster
G0784,10.8357961,106.62595778,1,w3gvdk,w3gvdkd,GeoCluster
G0785,10.83588145,106.6611211,6,w3gveh,w3gvehs,GeoCluster
G0786,10.83614528,106.84795223,10,w3gvxk,w3gvxks,GeoCluster
G0787,10.83621017,106.72652522,4,w3gvss,w3gvsse,GeoCluster
G0788,10.8365117,106.79068081,6,w3gvwh,w3gvwhd,GeoCluster
G0789,10.83750772,106.75518447,2,w3gvtk,w3gvtkb,GeoCluster
G0790,10.83770491,106.78103769,2,w3gvtu,w3gvtug,GeoCluster
G0791,10.83772786,106.75136719,1,w3gvth,w3gvthv,GeoCluster
G0792,10.83777425,106.82007941,1,w3gvwu,w3gvwub,GeoCluster
G0793,10.83793718,106.61187831,1,w3gvdh,w3gvdhb,GeoCluster
G0794,10.83796939,106.63658185,8,w3gvds,w3gvdsf,GeoCluster
G0795,10.83833421,106.66909779,1,w3gvem,w3gvem4,GeoCluster
G0796,10.83843326,106.71469392,1,w3gvsm,w3gvsm5,GeoCluster
G0797,10.83851837,106.65962752,3,w3gvej,w3gvej5,GeoCluster
G0798,10.83878339,106.83047515,10,w3gvwv,w3gvwvp,GeoCluster
G0799,10.83891696,106.64898836,2,w3gvdv,w3gvdv5,GeoCluster
G0800,10.8391067,106.66514417,2,w3gvej,w3gvejp,GeoCluster
G0801,10.8391838,106.79335704,1,w3gvwj,w3gvwjh,GeoCluster
G0802,10.83924732,106.65489218,2,w3gvdv,w3gvdvr,GeoCluster
G0803,10.83929701,106.77891678,3,w3gvtv,w3gvtv1,GeoCluster
G0804,10.83946548,106.83955072,33,w3gvxj,w3gvxjw,GeoCluster
G0805,10.83966771,106.79568138,5,w3gvwj,w3gvwjm,GeoCluster
G0806,10.83996177,106.71353518,3,w3gvsm,w3gvsm6,GeoCluster
G0807,10.84018875,106.67511226,1,w3gvem,w3gvemq,GeoCluster
G0808,10.84030045,106.72056503,1,w3gvsm,w3gvsmr,GeoCluster
G0809,10.84049328,106.74103766,4,w3gvsv,w3gvsvq,GeoCluster
G0810,10.84072649,106.77742209,1,w3gvtv,w3gvtv2,GeoCluster
G0811,10.84081368,106.64219057,1,w3gvdt,w3gvdtw,GeoCluster
G0812,10.84102076,106.78406869,1,w3gvtv,w3gvtvt,GeoCluster
G0813,10.84118861,106.72553613,7,w3gvst,w3gvste,GeoCluster
G0814,10.84131477,106.79921695,1,w3gvwm,w3gvwm8,GeoCluster
G0815,10.84131619,106.79146019,2,w3gvwj,w3gvwje,GeoCluster
G0816,10.84141831,106.65710345,3,w3gvej,w3gvej9,GeoCluster
G0817,10.84157648,106.66190221,1,w3gvej,w3gvejs,GeoCluster
G0818,10.84170363,106.67678826,4,w3gvem,w3gvemx,GeoCluster
G0819,10.84172106,106.64749509,1,w3gvdv,w3gvdvd,GeoCluster
G0820,10.84203314,106.7859624,1,w3gvtv,w3gvtvx,GeoCluster
G0821,10.84222618,106.63047378,1,w3gvdm,w3gvdmv,GeoCluster
G0822,10.84239584,106.64292029,6,w3gvdt,w3gvdty,GeoCluster
G0823,10.84240943,106.82028693,1,w3gvwv,w3gvwvb,GeoCluster
G0824,10.84285046,106.71104218,1,w3gvsm,w3gvsmb,GeoCluster
G0825,10.84288238,106.74775617,1,w3gvtj,w3gvtjg,GeoCluster
G0826,10.84296461,106.64996712,13,w3gvdv,w3gvdvu,GeoCluster
G0827,10.8429717,106.71270951,1,w3gvsm,w3gvsmc,GeoCluster
G0828,10.84302404,106.79619345,1,w3gvwj,w3gvwjy,GeoCluster
G0829,10.84306853,106.84312887,19,w3gvxm,w3gvxmb,GeoCluster
G0830,10.84315389,106.7297852,1,w3gvst,w3gvsty,GeoCluster
G0831,10.84339222,106.76976896,1,w3gvtt,w3gvttg,GeoCluster
G0832,10.84347032,106.63460083,2,w3gvdw,w3gvdw0,GeoCluster
G0833,10.84357687,106.7335284,4,w3gvsv,w3gvsy0,GeoCluster
G0834,10.84380751,106.72733732,1,w3gvsw,w3gvswh,GeoCluster
G0835,10.84393532,106.84579851,26,w3gvxq,w3gvxq4,GeoCluster
G0836,10.84406164,106.59510816,2,w3gv9w,w3gv9wh,GeoCluster
G0837,10.84407358,106.76203483,1,w3gvtq,w3gvtqj,GeoCluster
G0838,10.8442166,106.68190314,1,w3gvew,w3gvew5,GeoCluster
G0839,10.84436432,106.6470394,2,w3gvdy,w3gvdy4,GeoCluster
G0840,10.84463062,106.75314531,3,w3gvtn,w3gvtnp,GeoCluster
G0841,10.84503035,106.66059732,5,w3gven,w3gven5,GeoCluster
G0842,10.84529728,106.75859143,3,w3gvtq,w3gvtq7,GeoCluster
G0843,10.84529961,106.71800949,12,w3gvsq,w3gvsqm,GeoCluster
G0844,10.84539621,106.7261634,1,w3gvsw,w3gvsw7,GeoCluster
G0845,10.84555067,106.7846198,1,w3gvty,w3gvtyq,GeoCluster
G0846,10.84563172,106.64272067,4,w3gvdw,w3gvdwq,GeoCluster
G0847,10.84580874,106.7961048,2,w3gvwn,w3gvwnq,GeoCluster
G0848,10.84593173,106.66455552,3,w3gven,w3gvenq,GeoCluster
G0849,10.84600706,106.65264436,3,w3gvdy,w3gvdym,GeoCluster
G0850,10.84700878,106.6509457,1,w3gvdy,w3gvdys,GeoCluster
G0851,10.8472072,106.74702024,3,w3gvtn,w3gvtnd,GeoCluster
G0852,10.84730049,106.75504062,1,w3gvtq,w3gvtq8,GeoCluster
G0853,10.8476114,106.84050076,2,w3gvxn,w3gvxny,GeoCluster
G0854,10.84771075,106.76270428,1,w3gvtq,w3gvtqy,GeoCluster
G0855,10.84787806,106.66162467,2,w3gven,w3gvenu,GeoCluster
G0856,10.84789914,106.77091729,1,w3gvtw,w3gvtwu,GeoCluster
G0857,10.84800882,106.58668216,4,w3gv9q,w3gv9qv,GeoCluster
G0858,10.84803034,106.64248182,2,w3gvdw,w3gvdwy,GeoCluster
G0859,10.8480759,106.75682853,1,w3gvtq,w3gvtqc,GeoCluster
G0860,10.84814901,106.64809411,15,w3gvdy,w3gvdyf,GeoCluster
G0861,10.84826981,106.74833065,1,w3gvtn,w3gvtng,GeoCluster
G0862,10.84855485,106.60181329,1,w3gv9y,w3gv9yc,GeoCluster
G0863,10.84865593,106.78441698,1,w3gvty,w3gvtyy,GeoCluster
G0864,10.84871005,106.66704034,4,w3gveq,w3gveqb,GeoCluster
G0865,10.84876044,106.65844659,2,w3gven,w3gvenf,GeoCluster
G0866,10.84876391,106.71785525,3,w3gvsq,w3gvsqv,GeoCluster
G0867,10.84878448,106.63108597,1,w3gvdq,w3gvdqy,GeoCluster
G0868,10.84881778,106.61516888,1,w3gvdn,w3gvdnf,GeoCluster
G0869,10.84913553,106.69291062,5,w3gvez,w3gvez5,GeoCluster
G0870,10.84939153,106.74709774,1,w3gvtp,w3gvtp4,GeoCluster
G0871,10.84947635,106.65118877,9,w3gvdz,w3gvdzh,GeoCluster
G0872,10.84966891,106.67065517,1,w3gver,w3gver5,GeoCluster
G0873,10.85000622,106.69535755,1,w3gvez,w3gvezj,GeoCluster
G0874,10.85054733,106.79595938,1,w3gvwp,w3gvwpq,GeoCluster
G0875,10.850608,106.6735,1,w3gver,w3gverm,GeoCluster
G0876,10.8508536,106.76452578,3,w3gvtr,w3gvtrr,GeoCluster
G0877,10.85085768,106.78141991,1,w3gvtz,w3gvtz7,GeoCluster
G0878,10.85098468,106.74256065,1,w3gvsz,w3gvszr,GeoCluster
G0879,10.8513054,106.65774936,1,w3gvep,w3gvep3,GeoCluster
G0880,10.85198926,106.65898094,1,w3gvep,w3gvepd,GeoCluster
G0881,10.85217255,106.66436181,1,w3gvep,w3gvepw,GeoCluster
G0882,10.85223869,106.73955599,1,w3gvsz,w3gvszt,GeoCluster
G0883,10.85225763,106.75716704,2,w3gvtr,w3gvtrd,GeoCluster
G0884,10.8525414,106.65616322,3,w3gvep,w3gvep8,GeoCluster
G0885,10.85269196,106.60059971,1,w3gv9z,w3gv9z8,GeoCluster
G0886,10.85308064,106.75577613,1,w3gvtr,w3gvtr9,GeoCluster
G0887,10.85343993,106.66571098,1,w3gvep,w3gvepz,GeoCluster
G0888,10.85344267,106.75950728,3,w3gvtr,w3gvtrg,GeoCluster
G0889,10.85357154,106.74510749,1,w3gvtp,w3gvtpc,GeoCluster
G0890,10.85381155,106.65148569,5,w3gvdz,w3gvdzv,GeoCluster
G0891,10.85401984,106.76244954,2,w3gvtr,w3gvtry,GeoCluster
G0892,10.85404901,106.67773049,3,w3gvex,w3gvexb,GeoCluster
G0893,10.85415776,106.7678392,2,w3gvtx,w3gvtxc,GeoCluster
G0894,10.85448873,106.75688479,1,w3gvtr,w3gvtrc,GeoCluster
G0895,10.85457038,106.65702873,5,w3gvep,w3gvepc,GeoCluster
G0896,10.85471131,106.75295301,3,w3gvv0,w3gvv0p,GeoCluster
G0897,10.85499229,106.6624211,1,w3gvg0,w3gvg0j,GeoCluster
G0898,10.85499439,106.63227484,1,w3gvf2,w3gvf2p,GeoCluster
G0899,10.85528994,106.61553256,1,w3gvf0,w3gvf05,GeoCluster
G0900,10.8554596,106.65554207,3,w3gvg0,w3gvg00,GeoCluster
G0901,10.85564311,106.76149392,1,w3gvv2,w3gvv2j,GeoCluster
G0902,10.85566305,106.74572431,1,w3gvv0,w3gvv01,GeoCluster
G0903,10.85574345,106.75015176,1,w3gvv0,w3gvv0j,GeoCluster
G0904,10.8561255,106.63465701,1,w3gvf8,w3gvf82,GeoCluster
G0905,10.8564796,106.75206872,1,w3gvv0,w3gvv0q,GeoCluster
G0906,10.85673836,106.69129115,1,w3gvgb,w3gvgb6,GeoCluster
G0907,10.85702477,106.61375386,1,w3gvf0,w3gvf03,GeoCluster
G0908,10.85774659,106.6266468,1,w3gvf2,w3gvf2e,GeoCluster
G0909,10.8578065,106.83598108,13,w3gvz0,w3gvz0e,GeoCluster
G0910,10.85789235,106.68871664,1,w3gvgb,w3gvgb8,GeoCluster
G0911,10.85837891,106.61063952,1,w3gvcb,w3gvcbx,GeoCluster
G0912,10.85850022,106.62308838,1,w3gvf2,w3gvf28,GeoCluster
G0913,10.85855656,106.77558789,1,w3gvv8,w3gvv8x,GeoCluster
G0914,10.85879785,106.57139925,1,w3gvc0,w3gvc0f,GeoCluster
G0915,10.8589989,106.77771877,4,w3gvvb,w3gvvbc,GeoCluster
G0916,10.85913838,106.70564932,3,w3gvu0,w3gvu0u,GeoCluster
G0917,10.85917326,106.76028049,1,w3gvv2,w3gvv2u,GeoCluster
G0918,10.85924189,106.75652994,4,w3gvv2,w3gvv2c,GeoCluster
G0919,10.85977925,106.75424756,1,w3gvv2,w3gvv2b,GeoCluster
G0920,10.86043112,106.74924163,1,w3gvv1,w3gvv1h,GeoCluster
G0921,10.86059821,106.60213234,3,w3gvcc,w3gvcc1,GeoCluster
G0922,10.86100117,106.71153139,1,w3gvu3,w3gvu30,GeoCluster
G0923,10.86157773,106.61133142,1,w3gvf1,w3gvf12,GeoCluster
G0924,10.86166672,106.60506947,1,w3gvcc,w3gvcc7,GeoCluster
G0925,10.86204862,106.61278174,1,w3gvf1,w3gvf13,GeoCluster
G0926,10.86223642,106.72323963,2,w3gvu9,w3gvu93,GeoCluster
G0927,10.86354552,106.8071589,1,w3gvy3,w3gvy3w,GeoCluster
G0928,10.86357806,106.68311812,1,w3gvg9,w3gvg9s,GeoCluster
G0929,10.86374446,106.69939371,1,w3gvu1,w3gvu18,GeoCluster
G0930,10.86416234,106.77760585,1,w3gvvc,w3gvvcc,GeoCluster
G0931,10.86459369,106.73001138,1,w3gvu9,w3gvu9y,GeoCluster
G0932,10.86500403,106.61832053,1,w3gvf1,w3gvf1v,GeoCluster
G0933,10.86529943,106.81583542,1,w3gvy9,w3gvy9u,GeoCluster
G0934,10.86556788,106.67059892,4,w3gvg6,w3gvg65,GeoCluster
G0935,10.86566747,106.61426092,4,w3gvf4,w3gvf44,GeoCluster
G0936,10.86637926,106.81673156,1,w3gvyd,w3gvydj,GeoCluster
G0937,10.86643214,106.67711467,1,w3gvg6,w3gvg6p,GeoCluster
G0938,10.86661277,106.68451799,2,w3gvgd,w3gvgdj,GeoCluster
G0939,10.86708991,106.7347408,1,w3gvuf,w3gvuf3,GeoCluster
G0940,10.86729554,106.73635026,1,w3gvuf,w3gvuf7,GeoCluster
G0941,10.86750183,106.59000971,1,w3gvcd,w3gvcd2,GeoCluster
G0942,10.86773985,106.67399217,1,w3gvg6,w3gvg6m,GeoCluster
G0943,10.86778607,106.74450782,2,w3gvv4,w3gvv42,GeoCluster
G0944,10.86798402,106.81329157,1,w3gvyd,w3gvyd7,GeoCluster
G0945,10.86807931,106.63474818,1,w3gvfd,w3gvfd3,GeoCluster
G0946,10.868222,106.68791726,1,w3gvgd,w3gvgdr,GeoCluster
G0947,10.86893684,106.68549197,3,w3gvgd,w3gvgdw,GeoCluster
G0948,10.8690057,106.76244034,1,w3gvv6,w3gvv6w,GeoCluster
G0949,10.87006445,106.68276709,1,w3gvgd,w3gvgdu,GeoCluster
G0950,10.8701285,106.65562026,1,w3gvg4,w3gvg4b,GeoCluster
G0951,10.87031153,106.68906068,2,w3gvgf,w3gvgfb,GeoCluster
G0952,10.87081427,106.67018881,6,w3gvg6,w3gvg6f,GeoCluster
G0953,10.87114093,106.68568563,7,w3gvge,w3gvgen,GeoCluster
G0954,10.87137606,106.65365789,1,w3gvfg,w3gvfgn,GeoCluster
G0955,10.8725082,106.60568252,1,w3gvcg,w3gvcg7,GeoCluster
G0956,10.87269675,106.75353604,1,w3gvv5,w3gvv5r,GeoCluster
G0957,10.87279658,106.67944744,4,w3gvge,w3gvge3,GeoCluster
G0958,10.87296096,106.69057258,2,w3gvgg,w3gvgg3,GeoCluster
G0959,10.87350004,106.68705225,1,w3gvge,w3gvger,GeoCluster
G0960,10.87361769,106.73692876,1,w3gvug,w3gvug7,GeoCluster
G0961,10.87378679,106.59057548,1,w3gvce,w3gvce8,GeoCluster
G0962,10.87404071,106.76735056,1,w3gvve,w3gvve9,GeoCluster
G0963,10.87424314,106.67493504,1,w3gvg7,w3gvg7w,GeoCluster
G0964,10.87496932,106.65821188,2,w3gvg5,w3gvg5d,GeoCluster
G0965,10.87508797,106.68528713,6,w3gvge,w3gvgev,GeoCluster
G0966,10.8754182,106.63610933,1,w3gvfe,w3gvfef,GeoCluster
G0967,10.87622009,106.7732515,2,w3gvve,w3gvvev,GeoCluster
G0968,10.87690925,106.74041723,2,w3gvuu,w3gvuuj,GeoCluster
G0969,10.87713989,106.75761993,1,w3gvvk,w3gvvk4,GeoCluster
G0970,10.87748146,106.67308289,2,w3gvgk,w3gvgkj,GeoCluster
G0971,10.87763748,106.67800612,5,w3gvgs,w3gvgs0,GeoCluster
G0972,10.87802648,106.68121888,1,w3gvgs,w3gvgs6,GeoCluster
G0973,10.87812976,106.63779755,2,w3gvfs,w3gvfs7,GeoCluster
G0974,10.87834762,106.65211659,1,w3gvfu,w3gvfum,GeoCluster
G0975,10.8783819,106.77498656,1,w3gvvs,w3gvvsr,GeoCluster
G0976,10.8785724,106.66954019,4,w3gvgk,w3gvgk6,GeoCluster
G0977,10.87872135,106.77647207,1,w3gvvu,w3gvvu2,GeoCluster
G0978,10.8789021,106.6489544,1,w3gvfu,w3gvfu7,GeoCluster
G0979,10.87907464,106.5835617,1,w3gvck,w3gvck7,GeoCluster
G0980,10.87943998,106.76411557,1,w3gvvk,w3gvvkx,GeoCluster
G0981,10.87954993,106.66080079,4,w3gvgh,w3gvghs,GeoCluster
G0982,10.87995669,106.66551849,2,w3gvgh,w3gvghx,GeoCluster
G0983,10.88023922,106.65093571,3,w3gvfu,w3gvfus,GeoCluster
G0984,10.88025789,106.63483021,1,w3gvfs,w3gvfs9,GeoCluster
G0985,10.88055603,106.598885,1,w3gvcs,w3gvcsw,GeoCluster
G0986,10.8807151,106.72999661,1,w3gvus,w3gvusy,GeoCluster
G0987,10.88089158,106.63036936,1,w3gvfk,w3gvfkv,GeoCluster
G0988,10.88129157,106.76362648,1,w3gvvk,w3gvvky,GeoCluster
G0989,10.88234654,106.76206643,1,w3gvvm,w3gvvmj,GeoCluster
G0990,10.88236264,106.68173705,2,w3gvgt,w3gvgt5,GeoCluster
G0991,10.88250601,106.63205374,1,w3gvfm,w3gvfmp,GeoCluster
G0992,10.8827063,106.77249382,2,w3gvvt,w3gvvtj,GeoCluster
G0993,10.88315064,106.77049053,1,w3gvvt,w3gvvt5,GeoCluster
G0994,10.88326915,106.72139741,1,w3gvut,w3gvut0,GeoCluster
G0995,10.88349622,106.65028031,1,w3gvfv,w3gvfvk,GeoCluster
G0996,10.8846733,106.63676596,1,w3gvft,w3gvft6,GeoCluster
G0997,10.88481083,106.76978814,1,w3gvvt,w3gvvte,GeoCluster
G0998,10.88489381,106.68046548,3,w3gvgt,w3gvgt6,GeoCluster
G0999,10.88615191,106.63337946,1,w3gvft,w3gvftb,GeoCluster
G1000,10.88634275,106.76820297,1,w3gvvt,w3gvvtf,GeoCluster
G1001,10.8868023,106.72386742,5,w3gvut,w3gvutc,GeoCluster
G1002,10.88682174,106.78722904,2,w3gvyj,w3gvyjb,GeoCluster
G1003,10.88726183,106.59555834,1,w3gvct,w3gvctu,GeoCluster
G1004,10.88744579,106.77032461,1,w3gvvt,w3gvvtg,GeoCluster
G1005,10.88777942,106.68124254,1,w3gvgw,w3gvgw4,GeoCluster
G1006,10.88969604,106.68418657,3,w3gvgw,w3gvgwk,GeoCluster
G1007,10.88975635,106.76718736,1,w3gvvw,w3gvvw3,GeoCluster
G1008,10.89092433,106.59061159,1,w3gvcw,w3gvcw8,GeoCluster
G1009,10.89129393,106.80159487,2,w3gvyq,w3gvyqd,GeoCluster
G1010,10.89138073,106.7916,1,w3gvyn,w3gvyne,GeoCluster
G1011,10.89172193,106.82695575,2,w3gvyy,w3gvyyv,GeoCluster
G1012,10.89212867,106.83356563,5,w3gvzn,w3gvznc,GeoCluster
G1013,10.89226547,106.57057965,1,w3gvcn,w3gvcnf,GeoCluster
G1014,10.89306,106.79187,2,w3gvyp,w3gvyp5,GeoCluster
G1015,10.89465675,106.66871155,11,w3gvgr,w3gvgr3,GeoCluster
G1016,10.89593616,106.58271998,1,w3gvcr,w3gvcre,GeoCluster
G1017,10.89638694,106.76523355,1,w3gvvx,w3gvvx8,GeoCluster
G1018,10.8966752,106.68917808,2,w3gvgz,w3gvgz8,GeoCluster
G1019,10.89969333,106.74022025,1,w3gyhb,w3gyhbj,GeoCluster
G1020,10.90019147,106.7775113,1,w3gyjb,w3gyjb3,GeoCluster
G1021,10.90090754,106.74582413,2,w3gyj0,w3gyj09,GeoCluster
G1022,10.90430189,106.76808997,1,w3gyj9,w3gyj94,GeoCluster
G1023,10.904727,106.75172,1,w3gyj1,w3gyj1n,GeoCluster
G1024,10.90475615,106.59466834,1,w3gy19,w3gy195,GeoCluster
G1025,10.9068453,106.74191997,3,w3gyhc,w3gyhcr,GeoCluster
G1026,10.90886514,106.77692001,1,w3gyjc,w3gyjcb,GeoCluster
G1027,10.91147214,106.76881827,2,w3gyjd,w3gyjd6,GeoCluster
G1028,10.91224036,106.58432608,1,w3gy16,w3gy16s,GeoCluster
G1029,10.91248995,106.56020618,1,w3gy0f,w3gy0fd,GeoCluster
G1030,10.91341556,106.75987412,1,w3gyj6,w3gyj6s,GeoCluster
G1031,10.9148452,106.74011667,1,w3gyhf,w3gyhfv,GeoCluster
G1032,10.91832364,106.77926598,1,w3gyjg,w3gyjgd,GeoCluster
G1033,10.91850108,106.73303097,1,w3gyhg,w3gyhg8,GeoCluster
G1034,10.9216329,106.77423078,1,w3gyjs,w3gyjsn,GeoCluster
G1035,10.92221396,106.76227825,1,w3gyjk,w3gyjkm,GeoCluster
G1036,10.92480014,106.7142812,2,w3gyhk,w3gyhkd,GeoCluster
G1037,10.926822,106.73536,1,w3gyhv,w3gyhv4,GeoCluster
G1038,10.92795076,106.75922996,1,w3gyjm,w3gyjm7,GeoCluster
G1039,10.93412092,106.7529001,2,w3gyjn,w3gyjnx,GeoCluster
G1040,10.94682604,106.65728554,2,w3gy70,w3gy70c,GeoCluster
G1041,10.94748,106.6601,1,w3gy70,w3gy70g,GeoCluster
G1042,10.96395347,106.71381931,1,w3gyk7,w3gyk7f,GeoCluster
G1043,10.96547088,106.49395851,1,w3gwrk,w3gwrk4,GeoCluster
G1044,10.96802804,106.6696464,1,w3gy7k,w3gy7kd,GeoCluster
G1045,10.97118471,106.66522516,1,w3gy7j,w3gy7jp,GeoCluster
G1046,10.97140743,106.74267037,1,w3gykv,w3gykvr,GeoCluster
G1047,10.97285398,106.66610482,3,w3gy7j,w3gy7jx,GeoCluster
G1048,10.97323929,106.66398525,1,w3gy7j,w3gy7jw,GeoCluster
G1049,10.97536,106.672,1,w3gy7q,w3gy7qh,GeoCluster
G1050,10.98324715,106.72528683,4,w3gykx,w3gykx6,GeoCluster
G1051,10.98846582,106.66732218,1,w3gye2,w3gye22,GeoCluster
G1052,10.98953925,106.45130763,1,w3gww2,w3gww2e,GeoCluster
G1053,10.99002836,106.66588222,1,w3gye0,w3gye0x,GeoCluster
G1054,10.99651196,106.67481082,1,w3gye3,w3gye3y,GeoCluster
G1055,10.99749125,106.66253996,1,w3gye4,w3gye4j,GeoCluster
G1056,11.01435451,106.62285325,1,w3gydm,w3gydm0,GeoCluster
G1057,11.01616719,106.67508297,1,w3gyem,w3gyemq,GeoCluster
G1058,11.02082344,106.67813156,1,w3gyew,w3gyew2,GeoCluster
G1059,11.07044195,106.67903532,1,w3gygx,w3gygx3,GeoCluster
G1060,11.08850165,106.63726544,1,w3gz4d,w3gz4dd,GeoCluster
G1061,11.10792227,106.60395216,13,w3gz1y,w3gz1y4,GeoCluster
G1062,11.14443267,106.60075029,1,w3gz3u,w3gz3ub,GeoCluster
G1063,11.15978909,106.64540687,1,w3gz6z,w3gz6z8,GeoCluster
G1064,11.24505169,106.6243826,1,w3gzfr,w3gzfr1,GeoCluster
G1065,11.28175097,106.63521338,1,w65b4t,w65b4tc,GeoCluster
