cluster_id:ID(GeoCluster),centroid_latitude:float,centroid_longitude:float,listing_count:int,representative_geohash_6:string,representative_geohash_7:string,:LABEL
G0001,10.3336786,107.08418165,3,w3u4uc,w3u4uc0,GeoCluster
G0002,10.33446715,107.08175406,3,w3u4u9,w3u4u9q,GeoCluster
G0003,10.33663409,107.08598658,4,w3u4uc,w3u4ucc,GeoCluster
G0004,10.33721786,107.08333668,1,w3u4u9,w3u4u9z,GeoCluster
G0005,10.33740343,107.08966342,4,w3u4uc,w3u4ucu,GeoCluster
G0006,10.34105,107.0897,1,w3u4uf,w3u4ufs,GeoCluster
G0007,10.34440283,107.08270069,1,w3u4ue,w3u4uep,GeoCluster
G0008,10.34606172,107.08610969,3,w3u4ug,w3u4ug3,GeoCluster
G0009,10.34624534,107.08270069,1,w3u4ue,w3u4uer,GeoCluster
G0010,10.34813781,107.08513761,2,w3u4ug,w3u4ugc,GeoCluster
G0011,10.35127559,107.09500789,1,w3u4vh,w3u4vh2,GeoCluster
G0012,10.35149188,107.07587043,1,w3u4us,w3u4us6,GeoCluster
G0013,10.35200575,107.10222486,1,w3u4vh,w3u4vht,GeoCluster
G0014,10.35230059,107.07233232,1,w3u4uk,w3u4ukx,GeoCluster
G0015,10.35342421,107.0634379,2,w3u4uk,w3u4ukc,GeoCluster
G0016,10.35386675,107.09834421,3,w3u4vh,w3u4vhf,GeoCluster
G0017,10.35413341,107.08597707,1,w3u4uu,w3u4uuc,GeoCluster
G0018,10.35434759,107.09436931,1,w3u4uu,w3u4uuz,GeoCluster
G0019,10.35579707,107.0793872,1,w3u4ut,w3u4uth,GeoCluster
G0020,10.35584522,107.07480562,2,w3u4ut,w3u4ut1,GeoCluster
G0021,10.35719066,107.07644746,2,w3u4ut,w3u4ut6,GeoCluster
G0022,10.35739381,107.09526876,1,w3u4vj,w3u4vj8,GeoCluster
G0023,10.35848654,107.08917949,1,w3u4uv,w3u4uve,GeoCluster
G0024,10.35883627,107.09663397,1,w3u4vj,w3u4vjc,GeoCluster
G0025,10.35955331,107.09328099,5,w3u4uv,w3u4uvy,GeoCluster
G0026,10.36225231,107.09490468,2,w3u4vn,w3u4vn2,GeoCluster
G0027,10.36342513,107.0827284,5,w3u4uw,w3u4uwx,GeoCluster
G0028,10.36419721,107.0756691,1,w3u4uw,w3u4uwd,GeoCluster
G0029,10.36504832,107.08425187,1,w3u4uy,w3u4uyb,GeoCluster
G0030,10.3668265,107.07951859,2,w3u4ux,w3u4uxk,GeoCluster
G0031,10.36836188,107.09793844,3,w3u4vp,w3u4vpd,GeoCluster
G0032,10.36844143,107.06246499,6,w3u4ur,w3u4ur2,GeoCluster
G0033,10.36970047,107.08946059,1,w3u4uz,w3u4uzs,GeoCluster
G0034,10.37238849,107.08270162,1,w3u5h8,w3u5h8p,GeoCluster
G0035,10.37262021,107.08576546,1,w3u5hb,w3u5hb3,GeoCluster
G0036,10.37354035,107.08090573,1,w3u5h8,w3u5h8m,GeoCluster
G0037,10.37500659,107.08636728,1,w3u5hb,w3u5hb9,GeoCluster
G0038,10.37533749,107.08824564,1,w3u5hb,w3u5hbg,GeoCluster
G0039,10.37610777,107.1034424,2,w3u5j0,w3u5j0y,GeoCluster
G0040,10.37842905,107.1130062,1,w3u5j3,w3u5j3m,GeoCluster
G0041,10.37905766,107.11771648,1,w3u5j9,w3u5j92,GeoCluster
G0042,10.38588385,107.10013869,1,w3u5j4,w3u5j4e,GeoCluster
G0043,10.38816186,107.10128975,1,w3u5j5,w3u5j5h,GeoCluster
G0044,10.39355775,107.10418571,1,w3u5jh,w3u5jhn,GeoCluster
G0045,10.39374389,107.13097631,1,w3u5ju,w3u5ju4,GeoCluster
G0046,10.39559726,107.14809694,7,w3u5nh,w3u5nhq,GeoCluster
G0047,10.48037393,107.26857207,1,w3u78g,w3u78gy,GeoCluster
G0048,10.49856953,107.40763406,1,w3u7sp,w3u7sp5,GeoCluster
G0049,10.49958213,107.13077943,1,w3u5tz,w3u5tz6,GeoCluster
G0050,10.61419939,106.73929857,3,w3guku,w3gukum,GeoCluster
G0051,10.65116307,106.72999504,19,w3gusd,w3gusdy,GeoCluster
G0052,10.654639,106.72011533,1,w3gus7,w3gus7x,GeoCluster
G0053,10.65710193,106.71409841,2,w3gusk,w3gusk4,GeoCluster
G0054,10.66933807,106.5601769,1,w3gu8y,w3gu8y6,GeoCluster
G0055,10.67132761,106.59155603,1,w3gu9w,w3gu9w9,GeoCluster
G0056,10.67500902,106.73996648,3,w3gusz,w3guszm,GeoCluster
G0057,10.67513997,106.69841165,16,w3guez,w3guezr,GeoCluster
G0058,10.67770105,106.64983895,1,w3gudz,w3gudzu,GeoCluster
G0059,10.67828369,106.70355061,5,w3gusp,w3guspg,GeoCluster
G0060,10.67834759,106.75354698,32,w3gutp,w3gutpz,GeoCluster
G0061,10.6813878,106.75362937,1,w3guv0,w3guv0r,GeoCluster
G0062,10.68307935,106.59688991,1,w3guc8,w3guc8v,GeoCluster
G0063,10.68413372,106.59964017,1,w3guc8,w3guc8z,GeoCluster
G0064,10.68469158,106.75017305,37,w3guv1,w3guv1j,GeoCluster
G0065,10.68469324,106.57309435,3,w3guc1,w3guc1h,GeoCluster
G0066,10.68497556,106.74677482,4,w3guv1,w3guv14,GeoCluster
G0067,10.6870117,106.58548553,33,w3guc3,w3guc3t,GeoCluster
G0068,10.68947531,106.64734135,1,w3gufc,w3gufcf,GeoCluster
G0069,10.69036952,106.58670947,1,w3guc6,w3guc6n,GeoCluster
G0070,10.69186082,106.73617082,3,w3guuf,w3guuf6,GeoCluster
G0071,10.69194099,106.58635709,1,w3guc6,w3guc6m,GeoCluster
G0072,10.69281174,106.74089912,63,w3guuf,w3guufw,GeoCluster
G0073,10.69362,106.6094,1,w3gucf,w3gucfw,GeoCluster
G0074,10.69386854,106.65386867,1,w3guff,w3guffy,GeoCluster
G0075,10.69492934,106.60562982,1,w3gucf,w3gucfg,GeoCluster
G0076,10.69516223,106.73857128,1,w3guuf,w3guufu,GeoCluster
G0077,10.69617923,106.59449461,1,w3guce,w3guce5,GeoCluster
G0078,10.69633035,106.74440007,1,w3guv5,w3guv50,GeoCluster
G0079,10.69683149,106.7409357,6,w3guug,w3guugq,GeoCluster
G0080,10.69780227,106.7189521,1,w3guu7,w3guu7q,GeoCluster
G0081,10.69869184,106.64202003,1,w3gufe,w3gufew,GeoCluster
G0082,10.70177415,106.74120565,4,w3guuu,w3guuun,GeoCluster
G0083,10.70221083,106.72855229,5,w3guus,w3guusm,GeoCluster
G0084,10.70250224,106.70964407,3,w3guuh,w3guuhr,GeoCluster
G0085,10.7035489,106.70387181,6,w3guuh,w3guuhe,GeoCluster
G0086,10.70403293,106.63093989,3,w3gufk,w3gufkw,GeoCluster
G0087,10.70487642,106.73484587,8,w3guuu,w3guuuc,GeoCluster
G0088,10.7055092,106.72842984,2,w3guus,w3guusv,GeoCluster
G0089,10.70552745,106.7408631,7,w3guuu,w3guuuy,GeoCluster
G0090,10.70776665,106.70126347,1,w3guuj,w3guuj3,GeoCluster
G0091,10.70789957,106.73488122,9,w3guuv,w3guuv3,GeoCluster
G0092,10.70816426,106.59609099,1,w3guct,w3guctk,GeoCluster
G0093,10.70821941,106.6213546,1,w3gufj,w3gufjr,GeoCluster
G0094,10.70942454,106.64232163,2,w3guft,w3guftw,GeoCluster
G0095,10.71186042,106.57880953,1,w3gucq,w3gucq0,GeoCluster
G0096,10.7124,106.6418,1,w3gufw,w3gufwn,GeoCluster
G0097,10.71373447,106.60850179,3,w3gucy,w3gucym,GeoCluster
G0098,10.71404394,106.73754785,12,w3guuy,w3guuyk,GeoCluster
G0099,10.71435712,106.73397713,3,w3guuy,w3guuy3,GeoCluster
G0100,10.71481712,106.74115792,3,w3guuy,w3guuyq,GeoCluster
G0101,10.71581619,106.63195433,3,w3gufq,w3gufqz,GeoCluster
G0102,10.71632286,106.58156569,4,w3gucq,w3gucqf,GeoCluster
G0103,10.71657102,106.62824501,2,w3gufq,w3gufqu,GeoCluster
G0104,10.71780647,106.62268681,1,w3gufr,w3gufr0,GeoCluster
G0105,10.71802864,106.61779728,3,w3gufp,w3gufph,GeoCluster
G0106,10.71844635,106.62976331,4,w3gufr,w3gufrj,GeoCluster
G0107,10.7199992,106.61689638,1,w3gufp,w3gufps,GeoCluster
G0108,10.72035425,106.59320594,1,w3gucx,w3gucxd,GeoCluster
G0109,10.72128067,106.62096158,2,w3gufp,w3gufpz,GeoCluster
G0110,10.72274668,106.70258932,2,w3gvh0,w3gvh04,GeoCluster
G0111,10.72282746,106.59953628,2,w3gv18,w3gv18p,GeoCluster
G0112,10.72287953,106.61236647,1,w3gv40,w3gv400,GeoCluster
G0113,10.72342695,106.60171501,1,w3gv1b,w3gv1b0,GeoCluster
G0114,10.72347182,106.61985619,5,w3gv40,w3gv40n,GeoCluster
G0115,10.72406077,106.63427043,4,w3gv48,w3gv480,GeoCluster
G0116,10.72428614,106.72642337,3,w3gvh8,w3gvh87,GeoCluster
G0117,10.72471473,106.66417035,2,w3gv50,w3gv50q,GeoCluster
G0118,10.72589212,106.61711688,2,w3gv40,w3gv40s,GeoCluster
G0119,10.72652993,106.73365467,23,w3gvhb,w3gvhb9,GeoCluster
G0120,10.72730042,106.63385297,4,w3gv48,w3gv48b,GeoCluster
G0121,10.72756505,106.70173169,1,w3gvh0,w3gvh0c,GeoCluster
G0122,10.72817503,106.7042447,2,w3gvh1,w3gvh15,GeoCluster
G0123,10.72952653,106.6323419,7,w3gv43,w3gv43p,GeoCluster
G0124,10.729842,106.62393,1,w3gv43,w3gv433,GeoCluster
G0125,10.72990477,106.68676772,1,w3gv59,w3gv59q,GeoCluster
G0126,10.73000188,106.61832995,1,w3gv41,w3gv41m,GeoCluster
G0127,10.73002242,106.73542446,2,w3gvhc,w3gvhc6,GeoCluster
G0128,10.73155775,106.74498862,12,w3gvj1,w3gvj19,GeoCluster
G0129,10.73162917,106.63235974,1,w3gv43,w3gv43x,GeoCluster
G0130,10.73178817,106.731751,8,w3gvh9,w3gvh9x,GeoCluster
G0131,10.73211396,106.60951672,1,w3gv1c,w3gv1cw,GeoCluster
G0132,10.7321165,106.61621404,3,w3gv41,w3gv41e,GeoCluster
G0133,10.73263239,106.62359634,1,w3gv43,w3gv43b,GeoCluster
G0134,10.73327898,106.62215499,1,w3gv41,w3gv41z,GeoCluster
G0135,10.73333536,106.70574024,2,w3gvh4,w3gvh4h,GeoCluster
G0136,10.73382302,106.69715295,1,w3gv5f,w3gv5fn,GeoCluster
G0137,10.73396128,106.65869027,1,w3gv54,w3gv544,GeoCluster
G0138,10.73427012,106.62671389,1,w3gv46,w3gv465,GeoCluster
G0139,10.73431212,106.62045181,10,w3gv44,w3gv44n,GeoCluster
G0140,10.73477551,106.61319029,1,w3gv44,w3gv441,GeoCluster
G0141,10.73535563,106.60569273,1,w3gv1f,w3gv1f7,GeoCluster
G0142,10.73598642,106.71951891,2,w3gvh6,w3gvh6r,GeoCluster
G0143,10.73604296,106.65709713,1,w3gv54,w3gv543,GeoCluster
G0144,10.73608327,106.73985357,7,w3gvhf,w3gvhfm,GeoCluster
G0145,10.73618809,106.64825183,1,w3gv4f,w3gv4f6,GeoCluster
G0146,10.73623799,106.63908712,1,w3gv4d,w3gv4dk,GeoCluster
G0147,10.736803,106.66087,2,w3gv54,w3gv54s,GeoCluster
G0148,10.73693211,106.66377056,3,w3gv54,w3gv54w,GeoCluster
G0149,10.73707,106.5957,1,w3gv1d,w3gv1ds,GeoCluster
G0150,10.73761529,106.70981386,1,w3gvh4,w3gvh4x,GeoCluster
G0151,10.73804124,106.72280518,6,w3gvhd,w3gvhdc,GeoCluster
G0152,10.73815067,106.67041051,1,w3gv56,w3gv56g,GeoCluster
G0153,10.73817967,106.72086718,2,w3gvh6,w3gvh6z,GeoCluster
G0154,10.73834014,106.73040967,1,w3gvhd,w3gvhdy,GeoCluster
G0155,10.73850648,106.72889428,1,w3gvhd,w3gvhdv,GeoCluster
G0156,10.73854232,106.65859313,2,w3gv54,w3gv54f,GeoCluster
G0157,10.73874734,106.71117607,1,w3gvh6,w3gvh6b,GeoCluster
G0158,10.73904518,106.65720987,1,w3gv54,w3gv54c,GeoCluster
G0159,10.73918243,106.70682872,1,w3gvh5,w3gvh5j,GeoCluster
G0160,10.73929137,106.67953633,1,w3gv5e,w3gv5e1,GeoCluster
G0161,10.73971058,106.61660042,1,w3gv45,w3gv455,GeoCluster
G0162,10.74009551,106.70080541,3,w3gvh5,w3gvh50,GeoCluster
G0163,10.74011797,106.63176014,1,w3gv47,w3gv47n,GeoCluster
G0164,10.74032914,106.73579651,8,w3gvhg,w3gvhg4,GeoCluster
G0165,10.74035576,106.62384011,1,w3gv47,w3gv471,GeoCluster
G0166,10.74079856,106.69863223,2,w3gv5g,w3gv5gp,GeoCluster
G0167,10.74090005,106.64690628,2,w3gv4g,w3gv4g3,GeoCluster
G0168,10.74135774,106.67198845,1,w3gv57,w3gv57k,GeoCluster
G0169,10.74202136,106.71603834,4,w3gvh7,w3gvh7s,GeoCluster
G0170,10.74219219,106.59829699,1,w3gv1e,w3gv1ew,GeoCluster
G0171,10.74259452,106.71025146,4,w3gvh7,w3gvh78,GeoCluster
G0172,10.74265146,106.61549178,1,w3gv45,w3gv45e,GeoCluster
G0173,10.74282776,106.72949183,3,w3gvhe,w3gvhew,GeoCluster
G0174,10.74287813,106.67764023,1,w3gv5e,w3gv5e8,GeoCluster
G0175,10.74291713,106.71389638,1,w3gvh7,w3gvh7d,GeoCluster
G0176,10.74298345,106.72146868,1,w3gvhe,w3gvhe8,GeoCluster
G0177,10.74311073,106.61345853,1,w3gv45,w3gv459,GeoCluster
G0178,10.74377032,106.68407045,8,w3gv5e,w3gv5eu,GeoCluster
G0179,10.74389762,106.60892291,2,w3gv1g,w3gv1gy,GeoCluster
G0180,10.74401532,106.73324453,1,w3gvhg,w3gvhgb,GeoCluster
G0181,10.74433554,106.69707774,11,w3gv5g,w3gv5gy,GeoCluster
G0182,10.74483098,106.66067012,1,w3gv5h,w3gv5h5,GeoCluster
G0183,10.74490153,106.70865332,1,w3gvhh,w3gvhhn,GeoCluster
G0184,10.74501933,106.73068426,2,w3gvhs,w3gvhsn,GeoCluster
G0185,10.74528932,106.62637857,4,w3gv4k,w3gv4k5,GeoCluster
G0186,10.74556361,106.65602347,1,w3gv5h,w3gv5h0,GeoCluster
G0187,10.74557822,106.61496208,2,w3gv4h,w3gv4h4,GeoCluster
G0188,10.74617341,106.68934063,3,w3gv5u,w3gv5u2,GeoCluster
G0189,10.7466523,106.67306555,1,w3gv5k,w3gv5kk,GeoCluster
G0190,10.74669736,106.67061385,1,w3gv5k,w3gv5k7,GeoCluster
G0191,10.74677667,106.57519898,1,w3gv1h,w3gv1hm,GeoCluster
G0192,10.74683251,106.60690589,1,w3gv1u,w3gv1uk,GeoCluster
G0193,10.74693135,106.65982005,1,w3gv5h,w3gv5h7,GeoCluster
G0194,10.74702471,106.72893197,7,w3gvhs,w3gvhsm,GeoCluster
G0195,10.74709475,106.68509556,2,w3gv5s,w3gv5sm,GeoCluster
G0196,10.74743354,106.64793456,1,w3gv4u,w3gv4ud,GeoCluster
G0197,10.74743836,106.61177834,3,w3gv4h,w3gv4h8,GeoCluster
G0198,10.74774533,106.54010996,1,w3gv0k,w3gv0ks,GeoCluster
G0199,10.74825396,106.61571118,2,w3gv4h,w3gv4hd,GeoCluster
G0200,10.74835879,106.70465125,1,w3gvhh,w3gvhhe,GeoCluster
G0201,10.74846628,106.7161831,14,w3gvhk,w3gvhks,GeoCluster
G0202,10.74853519,106.5915131,1,w3gv1s,w3gv1s9,GeoCluster
G0203,10.74862461,106.64265235,3,w3gv4s,w3gv4sw,GeoCluster
G0204,10.74914993,106.71013138,1,w3gvhh,w3gvhhz,GeoCluster
G0205,10.74947819,106.65240161,1,w3gv4u,w3gv4uv,GeoCluster
G0206,10.74979422,106.64426036,2,w3gv4u,w3gv4ub,GeoCluster
G0207,10.74991146,106.67899522,2,w3gv5s,w3gv5sc,GeoCluster
G0208,10.75020415,106.61418185,1,w3gv4j,w3gv4j4,GeoCluster
G0209,10.7504342,106.61923519,3,w3gv4j,w3gv4jj,GeoCluster
G0210,10.75068783,106.72281665,10,w3gvht,w3gvht1,GeoCluster
G0211,10.75085633,106.66125969,1,w3gv5j,w3gv5jh,GeoCluster
G0212,10.75132046,106.67236927,1,w3gv5m,w3gv5mh,GeoCluster
G0213,10.75135085,106.69304229,1,w3gv5v,w3gv5v5,GeoCluster
G0214,10.75159684,106.69554882,1,w3gv5v,w3gv5vm,GeoCluster
G0215,10.75160707,106.7016397,17,w3gvhj,w3gvhj3,GeoCluster
G0216,10.75170145,106.66305177,3,w3gv5j,w3gv5jm,GeoCluster
G0217,10.75171886,106.72846273,4,w3gvht,w3gvhtm,GeoCluster
G0218,10.75182957,106.67483433,2,w3gv5m,w3gv5mn,GeoCluster
G0219,10.75219668,106.61726675,1,w3gv4j,w3gv4jk,GeoCluster
G0220,10.75248708,106.66948182,1,w3gv5m,w3gv5m6,GeoCluster
G0221,10.75256023,106.65525258,3,w3gv5j,w3gv5j2,GeoCluster
G0222,10.75257645,106.60883292,4,w3gv1v,w3gv1vq,GeoCluster
G0223,10.75259857,106.69863559,1,w3gv5v,w3gv5vr,GeoCluster
G0224,10.75267937,106.60012144,1,w3gv1t,w3gv1tr,GeoCluster
G0225,10.75273467,106.69337667,1,w3gv5v,w3gv5v7,GeoCluster
G0226,10.7529223,106.59730877,1,w3gv1t,w3gv1tt,GeoCluster
G0227,10.753043,106.68341901,1,w3gv5t,w3gv5ts,GeoCluster
G0228,10.75306946,106.58846758,1,w3gv1m,w3gv1mx,GeoCluster
G0229,10.75318127,106.61414432,1,w3gv4j,w3gv4jd,GeoCluster
G0230,10.75322499,106.70747837,1,w3gvhj,w3gvhjw,GeoCluster
G0231,10.75354277,106.66380937,4,w3gv5j,w3gv5jw,GeoCluster
G0232,10.75369188,106.64386969,1,w3gv4t,w3gv4tx,GeoCluster
G0233,10.75371717,106.6902731,4,w3gv5v,w3gv5v9,GeoCluster
G0234,10.75399392,106.64577049,2,w3gv4v,w3gv4v9,GeoCluster
G0235,10.75427094,106.678968,2,w3gv5t,w3gv5t9,GeoCluster
G0236,10.7545099,106.68402967,1,w3gv5t,w3gv5tu,GeoCluster
G0237,10.75464443,106.63699902,1,w3gv4t,w3gv4tf,GeoCluster
G0238,10.75470533,106.67139322,5,w3gv5m,w3gv5me,GeoCluster
G0239,10.75474649,106.61950883,2,w3gv4j,w3gv4jy,GeoCluster
G0240,10.75499738,106.62930721,1,w3gv4m,w3gv4mv,GeoCluster
G0241,10.75507927,106.6507851,6,w3gv4v,w3gv4vu,GeoCluster
G0242,10.75533253,106.69100951,1,w3gv5v,w3gv5vf,GeoCluster
G0243,10.75538141,106.6110172,1,w3gv1v,w3gv1vz,GeoCluster
G0244,10.75548308,106.65464791,1,w3gv4v,w3gv4vz,GeoCluster
G0245,10.7555343,106.61371833,1,w3gv4j,w3gv4jc,GeoCluster
G0246,10.75557515,106.7093833,1,w3gvhj,w3gvhjz,GeoCluster
G0247,10.75585649,106.62171644,1,w3gv4n,w3gv4np,GeoCluster
G0248,10.75593627,106.68624364,2,w3gv5w,w3gv5wn,GeoCluster
G0249,10.75597524,106.66664471,1,w3gv5q,w3gv5q0,GeoCluster
G0250,10.75608545,106.70586385,1,w3gvhn,w3gvhnh,GeoCluster
G0251,10.75615976,106.68915697,1,w3gv5y,w3gv5y0,GeoCluster
G0252,10.75620816,106.70104484,5,w3gvhn,w3gvhn1,GeoCluster
G0253,10.75650921,106.68100475,8,w3gv5w,w3gv5w6,GeoCluster
G0254,10.75678987,106.70361239,5,w3gvhn,w3gvhn7,GeoCluster
G0255,10.75697159,106.60784501,1,w3gv1y,w3gv1yj,GeoCluster
G0256,10.75698629,106.58588746,5,w3gv1q,w3gv1qj,GeoCluster
G0257,10.75721865,106.71354951,6,w3gvhq,w3gvhq6,GeoCluster
G0258,10.75728697,106.65703548,1,w3gv5n,w3gv5n3,GeoCluster
G0259,10.75801464,106.68905894,2,w3gv5y,w3gv5y2,GeoCluster
G0260,10.75814107,106.70658417,3,w3gvhn,w3gvhnm,GeoCluster
G0261,10.75824057,106.60544653,1,w3gv1y,w3gv1y7,GeoCluster
G0262,10.75829395,106.6658288,1,w3gv5n,w3gv5nr,GeoCluster
G0263,10.75837834,106.67164856,4,w3gv5q,w3gv5qk,GeoCluster
G0264,10.75851907,106.71521547,1,w3gvhq,w3gvhqe,GeoCluster
G0265,10.75856491,106.70087117,4,w3gvhn,w3gvhn9,GeoCluster
G0266,10.75861055,106.67811498,8,w3gv5w,w3gv5w8,GeoCluster
G0267,10.7586816,106.63081538,1,w3gv4q,w3gv4qw,GeoCluster
G0268,10.75923801,106.662469,1,w3gv5n,w3gv5nt,GeoCluster
G0269,10.75933796,106.68736858,9,w3gv5w,w3gv5wx,GeoCluster
G0270,10.75936824,106.5989528,4,w3gv1w,w3gv1ww,GeoCluster
G0271,10.7597721,106.73756019,2,w3gvhy,w3gvhye,GeoCluster
G0272,10.75990828,106.61368685,2,w3gv4n,w3gv4nc,GeoCluster
G0273,10.76013847,106.70943505,1,w3gvhn,w3gvhnz,GeoCluster
G0274,10.76016071,106.70726911,1,w3gvhn,w3gvhnv,GeoCluster
G0275,10.76023378,106.66982708,3,w3gv5q,w3gv5qf,GeoCluster
G0276,10.76028509,106.69652355,1,w3gv5y,w3gv5yy,GeoCluster
G0277,10.76054446,106.69938468,4,w3gv5y,w3gv5yz,GeoCluster
G0278,10.76077567,106.68372371,1,w3gv5w,w3gv5wu,GeoCluster
G0279,10.76097897,106.691924,4,w3gv5y,w3gv5yf,GeoCluster
G0280,10.76104172,106.63057821,3,w3gv4q,w3gv4qy,GeoCluster
G0281,10.76109813,106.66024953,6,w3gv5p,w3gv5p5,GeoCluster
G0282,10.76132639,106.69541749,1,w3gv5z,w3gv5zj,GeoCluster
G0283,10.76136865,106.60846327,1,w3gv1z,w3gv1zj,GeoCluster
G0284,10.76163358,106.66682221,1,w3gv5r,w3gv5r0,GeoCluster
G0285,10.76166686,106.69004684,11,w3gv5z,w3gv5z1,GeoCluster
G0286,10.76174286,106.70953656,1,w3gvhp,w3gvhpp,GeoCluster
G0287,10.76182398,106.67813024,2,w3gv5x,w3gv5x0,GeoCluster
G0288,10.76186952,106.68782498,1,w3gv5x,w3gv5xp,GeoCluster
G0289,10.76188137,106.6137599,2,w3gv4p,w3gv4p1,GeoCluster
G0290,10.76192413,106.67139238,6,w3gv5r,w3gv5rh,GeoCluster
G0291,10.76216947,106.70568843,1,w3gvhp,w3gvhph,GeoCluster
G0292,10.76220675,106.66491574,1,w3gv5p,w3gv5pp,GeoCluster
G0293,10.7627141,106.70312344,6,w3gvhp,w3gvhp6,GeoCluster
G0294,10.7627664,106.6989986,2,w3gvhp,w3gvhp2,GeoCluster
G0295,10.76293781,106.63008704,2,w3gv4r,w3gv4rm,GeoCluster
G0296,10.76305161,106.66844867,6,w3gv5r,w3gv5r3,GeoCluster
G0297,10.76309644,106.68675389,9,w3gv5x,w3gv5xq,GeoCluster
G0298,10.76339451,106.64238714,2,w3gv4x,w3gv4xq,GeoCluster
G0299,10.76354345,106.75961481,1,w3gvjr,w3gvjr7,GeoCluster
G0300,10.76358993,106.6784415,1,w3gv5x,w3gv5x2,GeoCluster
G0301,10.76374621,106.69397116,1,w3gv5z,w3gv5zk,GeoCluster
G0302,10.76403403,106.49510619,1,w3gtpr,w3gtpre,GeoCluster
G0303,10.76407307,106.7003029,1,w3gvhp,w3gvhp8,GeoCluster
G0304,10.76416095,106.63281615,1,w3gv4r,w3gv4rx,GeoCluster
G0305,10.76427521,106.6661382,4,w3gv5p,w3gv5r8,GeoCluster
G0306,10.76429389,106.7052125,3,w3gvhp,w3gvhps,GeoCluster
G0307,10.76431598,106.69062828,1,w3gv5z,w3gv5z9,GeoCluster
G0308,10.76436741,106.61914229,1,w3gv4p,w3gv4pt,GeoCluster
G0309,10.76439976,106.62564964,1,w3gv4r,w3gv4rd,GeoCluster
G0310,10.76478218,106.61633009,4,w3gv4p,w3gv4pe,GeoCluster
G0311,10.76494619,106.78836218,1,w3gvnp,w3gvnp8,GeoCluster
G0312,10.76499695,106.67567629,4,w3gv5r,w3gv5rw,GeoCluster
G0313,10.76560125,106.67302238,1,w3gv5r,w3gv5ru,GeoCluster
G0314,10.76561579,106.70815063,1,w3gvhp,w3gvhpy,GeoCluster
G0315,10.76568727,106.67012461,2,w3gv5r,w3gv5rf,GeoCluster
G0316,10.76569848,106.66355998,5,w3gv5p,w3gv5py,GeoCluster
G0317,10.76592802,106.66747797,2,w3gv5r,w3gv5rc,GeoCluster
G0318,10.76615604,106.64234574,2,w3gv4x,w3gv4xy,GeoCluster
G0319,10.76618529,106.64475685,3,w3gv4z,w3gv4zb,GeoCluster
G0320,10.76621051,106.67941245,1,w3gv5x,w3gv5xc,GeoCluster
G0321,10.76635914,106.60035242,6,w3gv1z,w3gv1zb,GeoCluster
G0322,10.76638893,106.65946267,6,w3gv5p,w3gv5pf,GeoCluster
G0323,10.76658444,106.78608637,4,w3gvjz,w3gvjzz,GeoCluster
G0324,10.7666533,106.68357794,2,w3gv78,w3gv78h,GeoCluster
G0325,10.76669821,106.61346635,1,w3gv60,w3gv601,GeoCluster
G0326,10.76671935,106.62293303,2,w3gv62,w3gv620,GeoCluster
G0327,10.76674285,106.69263178,4,w3gv7b,w3gv7b5,GeoCluster
G0328,10.76680721,106.67760229,2,w3gv78,w3gv780,GeoCluster
G0329,10.76687745,106.69931228,2,w3gv7b,w3gv7bp,GeoCluster
G0330,10.7668944,106.62718965,1,w3gv62,w3gv625,GeoCluster
G0331,10.76694697,106.69508312,14,w3gv7b,w3gv7bh,GeoCluster
G0332,10.76721531,106.70388704,5,w3gvk0,w3gvk05,GeoCluster
G0333,10.76733858,106.65344887,2,w3gv6b,w3gv6bn,GeoCluster
G0334,10.76735191,106.77871785,1,w3gvmb,w3gvmb1,GeoCluster
G0335,10.76737802,106.68641219,2,w3gv78,w3gv78n,GeoCluster
G0336,10.76781364,106.75652111,1,w3gvm2,w3gvm21,GeoCluster
G0337,10.76804367,106.59527601,2,w3gv38,w3gv38k,GeoCluster
G0338,10.76832163,106.60314014,3,w3gv3b,w3gv3b6,GeoCluster
G0339,10.76847,106.7609,1,w3gvm2,w3gvm2k,GeoCluster
G0340,10.76872567,106.70081562,4,w3gvk0,w3gvk03,GeoCluster
G0341,10.76875438,106.66889602,1,w3gv72,w3gv723,GeoCluster
G0342,10.7687634,106.65223037,1,w3gv6b,w3gv6bm,GeoCluster
G0343,10.76876649,106.63095823,1,w3gv62,w3gv62q,GeoCluster
G0344,10.76880493,106.68360351,2,w3gv78,w3gv78k,GeoCluster
G0345,10.76920475,106.62222817,1,w3gv60,w3gv60r,GeoCluster
G0346,10.76926231,106.72485352,1,w3gvk8,w3gvk86,GeoCluster
G0347,10.76946829,106.69049668,3,w3gv7b,w3gv7b9,GeoCluster
G0348,10.76950522,106.61316573,4,w3gv60,w3gv609,GeoCluster
G0349,10.76966158,106.61980481,1,w3gv60,w3gv60w,GeoCluster
G0350,10.76967986,106.67922009,15,w3gv78,w3gv783,GeoCluster
G0351,10.76978921,106.71607015,1,w3gvk2,w3gvk2s,GeoCluster
G0352,10.76980488,106.64759694,1,w3gv6b,w3gv6bd,GeoCluster
G0353,10.76995213,106.68859269,4,w3gv7b,w3gv7b8,GeoCluster
G0354,10.77011605,106.67518018,1,w3gv72,w3gv72w,GeoCluster
G0355,10.77023186,106.6940553,4,w3gv7b,w3gv7bs,GeoCluster
